row_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
28,Resort Hotel,0.0,77,2015,July,27,1,2,5.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,94.0,0,0,Check-Out,2015-07-08 00:00:00
29,Resort Hotel,0.0,99,2015,July,27,1,2,5.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0.0,Transient,87.3,1,1,Check-Out,2015-07-08 00:00:00
30,Resort Hotel,0.0,118,2015,July,27,1,4,10.0,1.0,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,9.0,,6005.0,Transiet,62.0,0,2,Check-Out,2015-07-15 00:00:00
31,Resort Hotel,0.0,95,2015,July,27,1,4,11.0,2.0,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0.0,Transient,63.86,0,0,Check-Out,2015-07-16 00:00:00
32,Resort Hotel,1.0,96,2015,July,27,1,2,8.0,2.0,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,9.0,,0.0,Transient,108.3,0,2,Canceled,2015-05-29 00:00:00
33,Resort Hotel,0.0,69,2015,July,27,2,2,4.0,2.0,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,175.0,,0.0,Transient,65.5,0,0,Check-Out,2015-07-08 00:00:00
34,Resort Hotel,1.0,45,2015,July,27,2,1,3.0,3.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0.0,Transient,108.8,0,1,Canceled,1431993600
35,Resort Hotel,1.0,40,2015,July,27,2,1,3.0,3.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0.0,Transient,108.8,0,1,Canceled,2015-06-19 00:00:00
36,Resort Hotel,0.0,15,2015,July,27,2,1,3.0,2.0,0.0,0,BB,ESP,unknown,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0.0,Transient,98.0,0,0,Check-Out,2015-07-06 00:00:00
37,Resort Hotel,0.0,36,2015,July,27,2,1,3.0,3.0,0.0,18,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0.0,Transient,108.8,0,1,Check-Out,2015-07-06 00:00:00
38,Resort Hotel,1.0,43,2015,July,27,2,1,824.0,3.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0.0,Transient,108.8,0,0,Canceled,2015-05-23 00:00:00
39,Resort Hotel,0.0,70,2015,July,27,2,2,3.0,2.0,0.0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0.0,Transient,137.0,0,1,Check-Out,2015-07-07 00:00:00
40,Resort Hotel,1.0,45O,2015,July,27,2,2,3.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0.0,Transient,117.81,0,0,Canceled,2015-05-18 00:00:00
41,Resort Hotel,0.0,45,2015,July,27,2,2,3.0,2.0,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0.0,Contract,79.5,0,0,Check-Out,2015-07-07 00:00:00
42,Resort Hotel,0.0,16,2015,July,27,2,2,3.0,2.0,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,9.0,,0.0,Transient,123.0,0,0,Check-Out,2015-07-07 00:00:00
43,Resort Hotel,0.0,7l0,2015,July,27,2,2,3.0,2.0,0.0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0.0,Transient,137.0,0,1,Check-Out,2015-07-07 00:00:00
44,Resort Hotel,0.0,107€,2015,July,27,2,2,5.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,110.7,0,2,Check-Out,09/07/2015
45,Resort Hotel,1.0,47O,2015,July,27,2,2,5.0,2.0,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0.0,Transient,153.0,0,0,Canceled,2015-06-02 00:00:00
46,RESOrt hotel,0.0,96,2015,July,27,2,2,5.0,2.0,0.0,0,BB, ,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0.0,Transient,58.95,0,1,Check-Out,09-Jul-2015
47,Resort Hotel,0.0,113,2015,July,27,2,2,5.0,2.0,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0.0,Transient-Party,82.88,0,2,Check-Out,2015-07-09 00:00:00
48,Resort Hotel,0.0,90,2015,July,27,2,2,5.0,2.0,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,243.0,,0.0,Contract,82.35,0,0,Check-Out,2015-07-09 00:00:00
49,Resort Hotel,0.0,50,2015,July,27,2,2,5.0,2.0,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,241.0,,0.0,Transient,119.35,0,1,Check-Out,2015-07-09 00:00:00
50,Resort Hotel,0.0,113,2015,July,27,2,2,5.0,2.0,0.0,0,,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,,0.0,Transient-Party,67.58,0,2,Check-Out,2015-07-09 00:00:00
51,Resort Hotel,0.0,93,2015,July,27,2,3,8.0,2.0,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0.0,Contract,56.01,0,0,Check-Out,2015-07-13 00:00:00
52,Resort Hotel,0.0,76,2015,July,27,2,4,10.0,2.0,0.0,0,BB,OMN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0.0,Contract,110.7,0,0,Check-Out,2015-07-16 00:00:00
53,Resort Hotel,0.0,3,2015,July,27,2,0,241.0,2.0,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0.0,Transient,88.2,1,0,Check-Out,2015-07-03 00:00:00
54,Resort Hotel,0.0,1,2015,July,27,2,0,1.0,2.0,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0.0,Transient,147.0,1,0,Check-Out,2015-07-03 00:00:00
55,Resort Hotel,0.0,1j,2015,July,27,2,0,1.0,2.0,0.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,9.0,,0.0,Transient,107.0,1,2,Check-Out,2015-07-03 00:00:00
56,Resort Hotel,0.0,0,2015,July,27,2,0,1.0,2.0,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,9.0,,0.0,Transient,147.0,0,0,Check-Out,2015-07-03 00:00:00
57,Resort Hotel,0.0,0,2015,July,27,2,0,282.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0.0,Tranisent,117.9,0,2,Check-Out,2015-07-03 00:00:00
58,Resort Hotel,0.0,0kg,2015,July,27,2,0,1.0,2.0,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,9.0,,0.0,Transient,123.0,0,0,Check-Out,2015-07-03 00:00:00
59,Resort Hotel,0.0,14,2015,July,27,2,0,2.0,2.0,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242.0,,0.0,Transient,98.0,0,1,Check-Out,2015-07-04 00:00:00
60,Resor Hotel,0.0,10,2015,July,27,2,0,2.0,2.0,0.0,0,unknown,unknown,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0.0,Transient,117.81,0,0,Check-Out,04-Jul-2015
61,Resort Hotel,0.0,5,2015,July,27,2,0,2.0,2.0,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0.0,Transient,890.05,1,2,Check-Out,2015-07-04 00:00:00
62,Resort Hotel,0.0,17,2015,July,27,2,0,3.0,2.0,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0.0,Trasnient,133.0,0,1,Check-Out,2015-07-05 00:00:00
63,Resort Hotel,0.0,93,2015,July,27,2,0,3.0,2.0,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,115.0,,0.0,Contract,58.95,0,0,Check-Out,2015-07-05 00:00:00
64,Resort Hotel,1.0,3,2015,July,27,2,0,3.0,2.0,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,136.33,0,2,Canceled,2015-06-29 00:00:00
65,Resort Hottel,0.0,10,2015,July,27,3,0,2.0,2.0,2.0,0,BB,PRT,unknown,TA/TO,0,0,0,G,H,0,No Deposit,240.0,,0.0,Transient,153.0,1,0,Check-Out,1436054400
66,Resort Hotel,0.0,3,2015,July,27,3,0,2.0,2.0,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0.0,Transient,110.5,0,0,Check-Out,2015-07-05 00:00:00
67,Resort Hotel,0.0,51,2015,July,27,3,0,887.0,2.0,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0.0,Transient,97.0,0,0,Check-Out,2015-07-05 00:00:00
68,Resort Hotel,1.0,71,2015,July,27,3,0,2.0,3.0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0.0,Transient,110.3,0,2,Canceled,2015-06-16 00:00:00
69,Resort Hotel,1.0,63,2015,July,27,3,0,2.0,20.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,82.0,0,2,Canceled,2015-06-18 00:00:00
70,Resort Hotel,1.0,62O,2015,July,27,3,0,2.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0.0,Transient,97.0,0,1,Canceled,2015-07-03 00:00:00
71,Resort Hotel,1.0,1l01,2015,July,27,3,0,2.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,73.8,0,1,Canceled,2015-06-12 00:00:00
72,RESORT HOtel,0.0,2,2015,July,27,3,0,2.0,2.0,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,,0.0,Transient,91.5,0,0,Check-Out,07/05/2015
73,Resort Hotel,0.0,15,2015,July,27,3,0,2.0,2.0,0.0,0,unknown,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,114.5,0,0,Check-Out,2015-07-05 00:00:00
74,Resort Hotel,1.0,51,2015,July,27,3,0,2.0,3.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0.0,Transient,110.3,0,0,Canceled,2015-06-09 00:00:00
75,Resort Hotel,0.0,3,2015,July,27,3,1,2.0,2.0,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,90.9,1,0,Check-Out,2015-07-06 00:00:00
76,Resort Hotel,1.0,48,2015,July,27,3,1,2.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Depoit,240.0,,0.0,Transient,123.0,0,0,Canceled,2015-05-26 00:00:00
77,Resort Hotel,0.0,2,2015,July,27,3,2,2.0,1.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0.0,Transient,122.0,0,0,Check-Out,2015-07-07 00:00:00
78,Resort Hotel,0.0,72,2015,July,27,3,2,2.0,2.0,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105.0,,0.0,Transient,110.7,1,0,Check-Out,2015-07-07 00:00:00
79,Resort Hotel,0.0,81,2015,July,27,3,2,6.0,3.0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0.0,Transient,85.86,0,0,Check-Out,2015-07-11 00:00:00
80,Resort Hotel,0.0,99O,2015,July,27,3,2,7.0,2.0,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0.0,Contract,58.95,0,0,Check-Out,2015-07-12 00:00:00
81,Resort Hotel,1.0,368,2015,July,27,3,3,7.0,2.0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0.0,Contract,55.68,0,0,Canceled,2015-05-19 00:00:00
82,Resort Hotel,0.0,364,2015,July,27,3,3,7.0,2.0,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,3985.0,Contract,55.68,0,0,Check-Out,2015-07-13 00:00:00
83,Resort Hotel,1.0,81,2015,July,27,3,3,7.0,2.0,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,,0.0,Transient,124.0,0,1,Canceled,2015-06-09 00:00:00
84,Resort Hotel,0.0,99,2015,July,27,3,3,7.0,2.0,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,,0.0,Contract,111.15,0,0,Check-Out,2015-07-13 00:00:00
85,Resort Hotel,0.0,324,2015,July,27,3,4,10.0,2.0,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0.0,Contract,134.73,0,0,Check-Out,2015-07-17 00:00:00
86,Resort Hotel,0.0,69,2015,July,27,3,4,10.0,2.0,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,241.0,,0.0,Transient,92.45,0,1,Check-Out,2015-07-17 00:00:00
87,Resort Hotel,1.0,79,2015,July,27,3,6,15.0,2.0,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0.0,Transient,108.73,0,2,Canceled,2015-04-15 00:00:00
88,Resort Hotel,0.0,12,2015,July,27,3,0,1.0,2.0,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0.0,Transient,73.8,0,0,Check-Out,2015-07-04 00:00:00
89,Resort Hotel,0.0,9,2015,July,27,3,0,1.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0.0,Tarnsient,98.0,1,2,Check-Out,2015-07-04 00:00:00
90,Resort Hotel,0.0,1,2015,July,27,3,0,1.0,2.0,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0.0,Transient,131.0,0,1,Check-Out,2015-07-04 00:00:00
91,Resort Hotel,0.0,21,2015,July,27,3,0,1.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0.0,Transient,123.0,0,0,Check-Out,2015-07-04 00:00:00
92,Resort Hotel,0.0,9,2015,July,27,3,0,1.0,2.0,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,,,0.0,Transient,94.71,0,0,Check-Out,2015-07-04 00:00:00
93,Resorrt Hotel,0.0,109,2015,July,27,3,0,1.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,NO Deposit,240.0,,0.0,Transient,123.0,0,2,Check-Out,1435968000
94,Resort Hotel,1.0,109,2015,July,27,3,0,2.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,123.0,0,1,Canceled,2015-05-26 00:00:00
95,Resort Hotel,1.0,72,2015,July,27,3,0,2.0,2.0,0.0,0,BB,PRT,unknown,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,73.8,0,1,Canceled,2015-06-29 00:00:00
96,Resort Hotel,1.0,63,2015,July,27,3,2,5.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0.0,Transient,117.0,0,1,Canceled,2015-05-13 00:00:00
97,Resort Hotel,0.0,63,2015,July,27,3,2,5.0,3.0,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Depsoit,105.0,,0.0,Transient,196.54,0,1,Check-Out,2015-07-10 00:00:00
98,Resort Hotel,0.0,101,2015,July,27,3,2,5.0,2.0,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0.0,Transient,99.3,1,2,Check-Out,2015-07-10 00:00:00
99,Resort Hotel,0.0,102,2015,July,27,3,2,5.0,2.0,0.0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0.0,Transient,90.95,0,0,Check-Out,2015-07-10 00:00:00
100,Resort Hotel,0.0,4,2015,July,27,4,2,1.0,2.0,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0.0,Transient,92.67,0,1,Check-Out,2015-07-07 00:00:00
101,Resort Hotel,0.0,98,2015,July,27,4,2,1.0,2.0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0.0,Transient,71.55,1,0,Check-Out,1436227200
102,Resort Hotel,0.0,92,2015,July,27,4,2,4.0,1.0,2.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0.0,Transient,96.49,0,2,Check-Out,2015-07-10 00:00:00
103,Resort Hotel,0.0,95,2015,July,27,4,2,4.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0.0,Transeint,85.8,1,2,Check-Out,2015-07-10 00:00:00
104,Resort Hotel,0.0,102,2015,July,27,4,2,5.0,2.0,0.0,0,BB,PRT,,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0.0,Transient,96.3,0,1,Check-Out,2015-07-11 00:00:00
105,Resort Hotel,1.0,26,2015,July,27,4,2,5.0,2.0,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0.0,Transient,163.0,0,0,Canceled,2015-06-09 00:00:00
106,Resort Hotel,1.0,73,2015,July,27,4,2,5.0,3.0,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0.0,Transient,172.0,0,1,Canceled,2015-05-20 00:00:00
107,Resort Hotel,1.0,102,2015,July,27,4,2,5.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,110.7,0,1,Canceled,2015-04-22 00:00:00
108,Resort Hotel,0.0,115,2015,July,27,4,2,5.0,2.0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0.0,Transient,58.95,0,1,Check-Out,2015-07-11 00:00:00
109,Resort Hotel,0.0,102,2015,July,27,4,2,5.0,2.0,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,73.8,0,2,Check-Out,2015-07-11 00:00:00
110,Resort Hotel,0.0,86,2015,July,27,4,2,5.0,2.0,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0.0,Transient,97.0,0,2,Check-Out,2015-07-11 00:00:00
111,Reort Hotel,0.0,78,2015,July,27,4,2,5.0,2.0,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0.0,Transient,139.0,0,2,Check-Out,11-Jul-2015
112,Resotr Hotel,0.0,52,2015,July,27,4,2,5.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0.0,Transient,67.24,0,0,Check-Out,07/11/2015
113,Resort Hotel,0.0,29,2015,July,27,4,2,6.0,3.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0.0,Transient,116.5,0,1,Check-Out,07/12/2015
114,Resort Hotel,1.0,1l01,2015,July,27,4,2,6.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0.0,Transient,96.3,0,1,Canceled,2015-05-12 00:00:00
115,Resort Hotel,0.0,109,2015,July,27,4,2,584.0,2.0,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0.0,Transient,123.0,0,1,Check-Out,2015-07-12 00:00:00
