row_id,tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
25,26,aa,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
26,27,aa, ,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
27,28,aa,AA-1007-MIAA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
28,29,aa,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
29,30,aa,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
30,31,aa,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
31,32,aa,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
32,33,,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
33,34,aa,AA-2312-DFW-DTW,8:2 5p.m.,8:25 p.m.,11:50  p.m.,11:50 p.m.
34,35,aa,NA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
35,36,aa,AA-341-MIA-SFO,8:35 a.m.,8:15 a.m.,111:50 a.m.,11:44 a.m.
36,37,aa,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
37,38,aa,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
38,39,aa, ,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
39,40,aa,,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
40,41,aa,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
41,42,,,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
42,43,aa,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
43,44,aa,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
44,45,aa,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
45,46,aa,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
46,47,aa,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
47,48,,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,  3:30 p.m. ,3:14 p.m.
48,49,aa,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
49,50,Unknown,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
50,51,N/A,AA-3859-IAH-ORD,  7:10 a.m. ,7:16 a.m.,9:40 a.m.,9:32 a.m.
51,52,heloflight,,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
52,53,hhelloflight,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
53,54,helloflight,N/A,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
54,55,helloflight,UA-3925-IAD-OF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
55,56,helloflight,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
56,57,helloflight,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
57,58,helloflight,,11:25 a.m.,11:32 a.m.,2::50 p.m.,3:31 p.m.
58,59,,AA-1544-SAN-ORD,11:25 a.m.,111:40 a.m.,5:25 p.m.,4:56 p.m.
59,60,helloflight,UA-5487-SFO-MRY,10:39 a.m.,103:3 a.m.,11:19 am..,11:21 a.m.
60,61,helloflight,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
61,62,helloflight,unknown,6:00 a.m.,5:56 a.m.,7:23 a.m.,  7:17 a.m. 
62,63,,,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
63,64,helloflight,  UA-2726-FLL-PHL ,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
64,65,helloflight,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
65,66,HELLOflight,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
66,67,helloflight,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
67,68,helloflight,UA-3515-IAD-MSP,8:15 a.m.,:12 a.m.,10:06 a.m.,9:56 a.m.
68,69,helloflight,,7:00 a.m.,7:25 a.m.,9:55 a.m.,  9:45 a.m. 
69,70,helloflight,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
70,71,helloflight,,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
71,72,,COO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 .m.,7:10 p.m.
72,73,NA,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
73,74,helloflight,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
74,75,helolflight,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
75,76,N/A,N/A,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
76,77,helloflight,AA-466-iah-mia,6:00 a.m.,6:08 a.m.,9:20 aa.m.,  9:05 a.m. 
77,78,helloflight,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
78,79,HELLoflight,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
79,80,helloflight,,8:40 a.m.,8:4 a.m.,10:54 a.m.,10:56 a.m.
80,81,helloflight,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 pm..,11:56 a.m.
81,82,helloflight,AA-1279-DFW-PHX,1:000 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
82,83,helloflight,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
83,84,,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
84,85,helloflight,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
85,86,N/A,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
86,87,helloflgiht,UA-2945-PHL-CLT,12:00 a..,3:11 a.m.,1:45p .m.,1:15 p.m.
87,88,helloflight,CO-63-EWR-IAH,5:25 p.m.,  5:22 p.m. ,8:22 P.M.,8:03 p.m.
88,89,helloflight,CO-47-IAH-LAX,7:10 p.m.,8:25 p..m,8:56 p.m.,9:52 p.m.
89,90, ,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 pm.,2:46 p.m.
90,91,helloflight,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
91,92,helloflight,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
92,93,helloflight,,:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
93,94,  helloflight ,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
94,95,helloflight,N/A,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
95,96,helloflight,AA-3-JFK-LXA,12:00 p.m.,12:11 p.m.,3:15 p.mm.,31:6 p.m.
96,97,helloflight,NA,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a..m
97,98,helloflight,UA-84-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
98,99,helloflight,NA,9:15 a.m.,  9:14 a.m. ,12:18 P.m.,12:09 p.m.
99,100,helloflight,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
100,101,helloflight,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a..,9:31 a.m.
101,102,NA, ,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
102,103,,AA-25525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
103,104,helloflight, ,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
104,105,helloflight,AU-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
105,106,heloflight,unknown,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
106,107,helloflight,CO-16-LAX--EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
107,108,helloflight, ,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
108,109,helloflight,  AA-400-DFW-JFK ,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
109,110,helloflight,UA-664-ORD-PHL,1:33p .m.,1:31 p.m.,44:31 p.m.,4:23 p.m.
110,111,helloflight, ,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
111,112,helloflight,UA-7-EWR-MCO,1:29 p.m.,  1:48 p.m. ,4:17 p.m.,4:17 p.m.
112,113,helloflight,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
113,114,helloflight,UA-233-LAX-JFK,4:25 p.m.,4:225 p.m.,12:29 a.m.,12:29 a.m.
114,115,helloflight,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 a.m.,  12:15 a.m. 
115,116,helloflight,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
116,117,helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
117,118,helloflight, ,8:35 a.m.,8:51 a.m.,11:5 0a.m.,11:44 a.m.
118,119,helloflight,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 a.mm.,913 a.m.
119,120,NA,AA-649-ORD-SNA,1:30 p.m.,1:30 P.M.,3:50 p.m.,3:50 p.m.
120,121,helloflight,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
121,122,helloflight,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,9:443 a.m.,8:45 a.m.
122,123,helloflight,UA-828-SFO-ORD,11:08 p.m.,11:08 p.m.,5:11 a.m.,5:11 a.m.
123,124,NA,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,6:40 p.m.,6:40 p.m.
124,125,helloflight,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,8:27 a.m.,8:02 A.m.
125,126,helloflighht,,  11:15 a.m. ,11:15 a.m.,1:40 p.m.,2:00 p.m.
126,127,helloflight,N/A,8:20 p.m.,  8:39 p.m. ,9:20 p.m.,9:20 p.m.
127,128,helloflight,  UA-2708-EWR-CLT ,2:55 pp.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
128,129,helloflight,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
129,130,HELLOFlight,,8:55 a.m.,9:16 a.m.,11:45 a.m.,11:56 a.m.
130,131,helloflight,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
131,132,helloflight,AA-1917-JFK-MCCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
132,133,N/A,AA-2268-PHX-ORD,7:15 a.m.,7:22 a..,11:35 a.m.,11:06 a.m.
133,134,helloflight,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
134,135,helloflight,AA-2957-DFW-CVG,75:5 a.m.,8::04 a.m.,11::05 a.m.,11:01 a.m.
135,136,helloflight,UA-37-EDI-EWR,9:05 a.m.,8:552 a.m.,11:53 a.m.,12:09 p.m.
136,137,helloflight,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
137,138,helloflight,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
138,139,helloflght,AA-85-JFK-SFO,3:05 p.m.,3:3 6p.m.,6:30 p.m.,66:43 p.m.
139,140,helloflight,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:0 0a.m.,8:06 a.m.
140,141,helloflight,AA-3786-IAH-ORD,4:00 p.m.,  4:12 p.m. ,6:40 p.m.,6:15 p.m.
141,142,NA,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
142,143,helloflight,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49p.m.,5:26 p.m.
143,144,helloflight,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,  6:17 p.m. ,5:38 p.m.
144,145,helloflight,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
145,146,helloflight, ,6:54 a.m.,6:57 a.m.,7:45 a.m.,7:40a.m.
146,147,helloflight,CO-45-EWR-MIA,4:00 p.m.,3:558 p.m.,7:05 p.m.,6:36 pm.
147,148,  helloflight ,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
148,149,helloflight,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,  10:45 a.m. ,11:12 a.m.
149,150,helloflight,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
150,151,N/A,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32a.m.
151,152,boston,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
152,153,boston,,6:40 a.m.,:654 a.m.,9:25 a.m.,9:28 a.m.
153,154,boston,UA-397-JFK-Sfo,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:588 a.m.
154,155, ,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
155,156,boston,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
156,157,boston,AA-3-JFK-LAX,12:00 p.m.,  12:11 p.m. ,3:15 p.m.,3:16 p.m.
157,158,bston,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p..m
158,159,boston,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
159,160,boston,UA-5487-SFO-MRY,10:39 a.m.,10:33 am.,11:19 a.m.,11:21 a.m.
160,161, ,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
161,162,boston,N/A,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
162,163,boston, ,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
163,164,N/A,U-2726-FLL-PHL,4:00 pp.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
164,165,boston,CO-52-IAH-Lax,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
165,166,boston,N/A,9:45 a.m.,10:19 a.m.,  1:16 p.m. ,1:19 p..m.
166,167,boston,AA-616-DFW-DTW,9:05 a.m.,10:100 a.m.,12:35 pp.m.,1:27 p.m.
167,168,unknown,UA-3515-IAD-msp,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
168,169,obston,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 A.m.,9:45 a.m.
169,170, ,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,  7:55 p.m. ,7:39 p.m.
170,171,boston,AA-1886-BOS-MIA,10:45 aa.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
171,172,boston,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
172,173,bosotn,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
173,174,boston,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
174,175,boston,AA-446-DFW-PHL,11:50 A.M.,12:12 p.m.,3:50 p.m.,4:09 p.m.
175,176,botson,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
176,177,boston,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,:20 a.m.,9:05 a.m.
177,178,boston,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
178,179,,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
179,180,,unknown,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
180,181,,,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
181,182,N/A,Aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
182,183,boston,UA-854-SFOIAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
183,184,,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
184,185,,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
185,186,boston,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 pm..,5:42 p.m.
186,187, ,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
187,188,boston,CO-63-EWR-IAH,5:25 p.m.,:22 p.m.,8:22 p.m.,8:03 p.m.
188,189,bston,CO-47-IAH-LAX,7:10 p.m.,  8:25 p.m. ,8:56 p.m.,9:52 p.m.
189,190,NA/,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
190,191,boston,,12:57 p.m.,1:32 p.m.,5:15 p.m.,534 p.m.
191,192,boston,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
192,193,boton,,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36  a.m.
193,194, ,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
194,195,boston,,6:45 p.m.,6:55 p.m.,9:10 p.m.,  8:53 p.m. 
195,196,bosston,NA,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 aa.m.
196,197,,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
197,198,boston,CO-1193-EWRM-CO,9:15 a.m.,9:14 a.m.,12:18 p.m.,  12:09 p.m. 
198,199,boston,,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
199,200,boston,AA-643-MIA-ORD,7:10a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
200,201,boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 P.M.,8:05 p.m.,7:55 p.m.
201,202,boston,UA-2906-PHL-MCO,  3:50 p.m. ,4:28 p.m.,6:23 p.m.,6:38 p.m.
202,203,botson,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
203,204,N/A,NA,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
204,205,NA,CO-16-LAX-EWR,0:25 a.m.,10:20 a.m.,6:44 .pm.,6:34 p.m.
205,206,N/A,N//A,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47 a..
206,207,boston,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:599 p.m.,3:04 p.m.
207,208,boston,UA-664-ord-phl,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
208,209,boston,AA-3756-ORD-SLC,12:15 p.m.,12:41 P.m.,  2:45 p.m. ,2:50 p.m.
209,210,boston,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
210,211,boston,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:500 a.m.
211,212,boston,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
212,213,BOSTOn,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 a.m.,  12:15 a.m. 
213,214,bsoton,AA-2312-DFW-DTW,8:25 p.m.,82:5 p.m.,11:50 pm.,11:50 p.m.
214,215,obston,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
215,216,unknown,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
216,217,boston,N/A,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
217,218,boston,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
218,219,boston,,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
219,220,N/A,unknown,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
220,221,boston,UA-828-SFO-ORD,11:08 p.m.,110:8 p.m.,5:11 a.m.,5:11 a.m.
221,222,boston, ,5:30 p.m.,5:30 p.m.,6:40 p.m.,6:40 p.m.
222,223,boston,N/A,1:45 p.m.,1:2 p.m.,8:27 a.m.,8:02 a.m.
223,224,,  UA-2704-DTW-PHX ,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
224,225,bboston,N/A,8:20 p..m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
225,226,boston,  UA-2708-EWR-CLT ,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
226,227,boston,UA-62-iah-ewr,2:30 P.M.,2:48 p.m.,7:03 p.m.,7:10 P.m.
227,228,boston,UA1-500-IAH-GUA,8:555 a.m.,9:16 a.m.,11:45 a.m.,11:56 a.m.
228,229,boston,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 P.m.,3:43 p.m.
229,230,boston,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p..m
230,231,bostno,,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
231,232,N/A,AA-4277-CVG-JFK,2:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
232,233,boston, ,7:5 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
233,234,boson,U-A37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
234,235,boston,  AA-789-ORD-DEN ,1:05 p.m.,11:9 p.m.,2:35 p.m.,3:13 p.m.
235,236,boston,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
236,237,boston,,3:05 p.m.,  3:36 p.m. ,6:30 p..,6:43 p.m.
237,238,boston,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.mm.
238,239,boston,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
239,240,unknown,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
240,241,NA,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
241,242,boston,AA-2525-DFW-MIA,7:25 a.m.,7:39 a..m,11:10 a.m.,11:06 a.m.
242,243,boton, ,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p..
243,244,boston,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
244,245,boston,AA-4198-ord-cle,10:40 a.m.,10:54 a..m,1255 p.m.,12:50 p.m.
245,246,N/A,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
246,247,boston,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
247,248,unknown,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
248,249,boston,,7:10 a.m.,7:93 a.m.,10:45 a.m.,11:12 a.m.
249,250,BOSton,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
250,251, ,AA-3859-IAH-ORD,7:1 0a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
251,252,weather,AA-518-MAI-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
252,253,weather,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
253,254,weather,NA,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
