row_id,index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10,11,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffield,AL,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75.0,4 patients,al_ami-3
11,12,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffielld,AL,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100.0,4 patients,al_ami-4
12,13,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffield, ,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,86.0,14 patients,al_ami-5
13,14,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffield,AL,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0 patients,al_ami-7a
14,15,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffield,AL,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0 patients,al_ami-8a
15,16,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffield,AL,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,80.0,114 patients,al_hf-1
16,17,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffield,LA,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,149 patients,al_hf-2
17,18,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffield,AL,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92.0,37 patients,al_hf-3
18,19,10019,helen keller memorial hospital,1300 South Montgomery Avenue,,,Sheffield,AL,35660.0,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,41 patients,al_hf-4
19,20,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98.0,270 patients,al_ami-1
20,21,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99.0,516 patients,al_ami-2
21,22,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96.0,71 patients,al_ami-3
22,23,10001,southeast alabama medical center,1108 Ross Clark Circle,,,,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100.0,244 patients,al_ami-4
23,24,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Odthan,l,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99.0,441 patients,al_ami-5
24,25,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0 patients,al_ami-7a
25,26,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,LA,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72.0,40 patients,al_ami-8a
26,27,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority, ,heart failure,hf-1,heart failure patients given discharge instructions,78.0,455 patients,al_hf-1
27,28,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,514 patients,al_hf-2
28,29,10001,southeast alabama medical center,1108 Ross Clark Circle,,,,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91.0,165 patients,al_hf-3
29,30,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,110 patients,al_hf-4
30,31,10001,  southeast alabama medical center ,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93.0,191 patients,al_pn-2
31,32,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dohtan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89.0,125 patients,al_pn-3b
32,33,10001,southeast alabama medical center,1108 Ross Clark Circle,,,,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority, ,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99.0,107 patients,al_pn-4
33,34,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92.0,196 patients,al_pn-5c
34,35,10001,southeast alabama meedical center,1108 Ross Clark Circle,,,,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80.0,147 patients,al_pn-6
35,36,10001,southeast alabama medical cennter,1108 Ross Clark Circle,,,Dothan,LA,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84.0,160 patients,al_pn-7
36,37,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72.0,79 patients,al_scip-card-2
37,38,10001,southeast alabama medical center,1108 Ross Clark Circle,,,,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94.0,399 patients,al_scip-inf-1
38,39,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98.0,405 patients,al_scip-inf-2
39,40,10001,  southeast alabama medical center ,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88.0,385 patients,al_scip-inf-3
40,41,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96.0,136 patients,al_scip-inf-4
41,42,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dothan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90.0,537 patients,al_scip-inf-6
42,43,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dotan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86.0,185 patients,al_scip-vte-1
43,44,10001,southeast alabama medical center,1108 Ross Clark Circle,,,Dtohan,AL,36302.0,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83.0,184 patients,al_scip-vte-2
44,45,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80.0,20 patients,al_ami-1
45,46,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,60.0,5 patients,al_ami-2
46,47,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100.0,2 patients,al_ami-3
47,48,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,96.0,0 patients,al_ami-4
48,49,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100.0,5 patients,al_ami-5
49,50,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0 patients,al_ami-7a
50,51,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0 patients,al_ami-8a
51,52,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78.0,110 patients,al_hf-1
52,53,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,160 patients,al_hf-2
53,54,10005,marshall medical center south,2505 U S Highway 431 North,,,,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90.0,69 patients,al_hf-3
54,55,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,aal,35957.0,marshall,2565938310,acute care hospitals, ,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94.0,34 patients,al_hf-4
55,56,10005,marshall mdical center south,2505 U S Highway 431 North,,,,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97.0,172 patients,al_pn-2
56,57,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97.0,120 patients,al_pn-3b
57,58,10005,marshall medical cenetr south,2505 U S Highway 431 North,,,,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97.0,98 patients,al_pn-4
58,59,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,l,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96.0,211 patients,al_pn-5c
59,60,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92.0,175 patients,al_pn-6
60,61,10005,  marshall medical center south ,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals, ,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81.0,118 patients,al_pn-7
61,62,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36.0,14 patients,al_scip-card-2
62,63,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96.0,168 patients,al_scip-inf-1
63,64,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,84903.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93.0,167 patients,al_scip-inf-2
64,65,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95.0,158 patients,al_scip-inf-3
65,66,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96.0,0 patients,al_scip-inf-4
66,67,10005,marshall medical center south,2505 U S Highway 431 North,,,,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100.0,237 patients,al_scip-inf-6
67,68,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78.0,76 patients,al_scip-vte-1
68,69,10005,marshall medical center south,2505 U S Highway 431 North,,,Boaz,AL,35957.0,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74.0,76 patients,al_scip-vte-2
69,70,10006,eliza coffee memorial ohspital,205 Marengo Street,,,,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97.0,159 patients,al_ami-1
70,71,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96.0,247 patients,al_ami-2
71,72,10006,eliza coffee memorial hospital,205 Marengo Street,,,,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93.0,43 patients,al_ami-3
72,73,10006,Eliza coffee memorial hospital,205 Marengo Street,,,Flrence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100.0,103 patients,al_ami-4
73,74,10006,eliza coffee memorial hospital,205 Marengo Street,,,,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,96.0,227 patients,al_ami-5
74,75,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence, ,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0 patients,al_ami-7a
75,76,10006,eliza coffee memorial hosppital,205 Marengo Street,,,Florence,LA,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,98.0,61 patients,al_ami-8a
76,77,10006,  eliza coffee memorial hospital ,205 Marengo Street,,,,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,79.0,217 patients,al_hf-1
77,78,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97.0,259 patients,al_hf-2
78,79,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82.0,84 patients,al_hf-3
79,80,10006,eliza coffee memorial hospital,205 Marengo Street,,,Floorence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,53 patients,al_hf-4
80,81,10006,eliaz coffee memorial hospital,205 Marengo Street,,,Florece,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90.0,174 patients,al_pn-2
81,82,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95.0,137 patients,al_pn-3b
82,83,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence, ,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100.0,65 patients,al_pn-4
83,84,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,AL,80550.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96.0,200 patients,al_pn-5c
84,85,10006,eliza coffee memorial hospital,205 Marengo Street,,,,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),91.0,138 patients,al_pn-6
85,86,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,NNA,10662.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88.0,85 patients,al_pn-7
86,87,10006,eliza coffee memorial hospital,205 Marengo Street,,,,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96.0,107 patients,al_scip-card-2
87,88,10006,eliza coffee memorial hospital,205 Marengo Street,,,,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99.0,457 patients,al_scip-inf-1
88,89,10006,  eliza coffee memorial hospital ,205 Marengo Street,,,Florence,AL,35631.0,lauderdale,2567688400,acute care hospitals, ,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99.0,462 patients,al_scip-inf-2
89,90,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94.0,439 patients,al_scip-inf-3
90,91,10006,  eliza coffee memorial hospital ,205 Marengo Street,,,Florence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89.0,130 patients,al_scip-inf-4
91,92,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,AL,84940.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100.0,619 patients,al_scip-inf-6
92,93,10006,eliza coffee memorial hospital,205 Marengo Street,,,Floernce,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95.0,242 patients,al_scip-vte-1
93,94,10006,eliza coffee memorial hospital,205 Marengo Street,,,Florence,AL,35631.0,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92.0,242 patients,al_scip-vte-2
94,95,10007,mizell memorial hospital,702 N Main St,,,Opp,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-1,heart attack patients given aspirin at arrival,60.0,5 patients,al_ami-1
95,96,10007,mizell memorial hospital,702 N Main St,,,Opp,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50.0,2 patients,al_ami-2
96,97,10007,mizell memorial hospital,702 N Main St,,,Opp,AL,36467.0,covington,3344933541,acute care hospitals, ,no,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96.0,0 patients,al_ami-3
97,98,10007,mizell memorial hospital,702 N Main St,,,Opp,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,96.0,0 patients,al_ami-4
98,99,10007,mizell memorial hospital,702 N Main St,,,Opp,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,100.0,2 patients,al_ami-5
99,100,10007,mizell memorial hospital,702 N Main St,,,Opp,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0 patients,al_ami-7a
100,101,10007,mizell memorial hospital,702 N Main St,,,Opp,l,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0 patients,al_ami-8a
101,102,10007,mizell memorial hospital,702 N Main St,,,Opp,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-1,heart failure patients given discharge instructions,98.0,59 patients,al_hf-1
102,103,10007,mizell memorial hospital,702 N Main St,,,Opp,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87.0,76 patients,al_hf-2
103,104,10007,mizell memorial hospital,702 N Main St,,,,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),64.0,14 patients,al_hf-3
104,105,10007,mizell memorial hospital,702 N Main St,,,,AL,36467.0,covington,3344933541,acute care hospitals,voluntary non-profit - private, ,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,8 patients,al_hf-4
