row_id,index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
14,14,1,Helen Keller Memorial Hospital,1300 south montgomery avenue,,,sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-7a,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,100%,0 patients,al_ami-7a
15,15,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,,,sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-8a,Heart Attack Patients Given Pci Within 90 Minutes Of Arrival,100%,0 patients,al_ami-8a
16,16,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,,,sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,80%,114 patients,al_hf-1
17,17,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,,,sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,99%,149 patients,al_hf-2
18,18,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,,,sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,92%,3x patients,al_hf-3
19,19,10019,Helen Keller Memorial Hospital,1300 south montgomery avenue,,,sheffield,al,35660,Jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,100%,41 patients,al_hf-4
20,20,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-1,Heart Attack Patients Given Aspirin At Arrival,98%,270 patients,al_ami-1
21,21,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-2,Heart Attack Patients Given Aspirin At Discharge,99%,516 patients,al_ami-2
22,22,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Attaxk,ami-3,Heart Attack Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,96%,71 patients,al_ami-3
23,23,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Hearx Axxack,ami-4,Heart Attack Patients Given Smoking Cessation Advicecounseling,100%,244 patients,al_ami-4
24,24,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-5,Heart Attack Patients Given Beta Blocker At Discharge,99%,441 patients,al_ami-5
25,25,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,334793870,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-7a,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,100%,0 patients,al_ami-7a
26,26,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-8a,Heart Attack Patients Given Pci Within 90 Minutes Of Arrival,72%,40 patients,al_ami-8a
27,27,10001,Southeast Alabama Medxcal Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,78%,455 patients,al_hf-1
28,28,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,99%,514 patients,al_hf-2
29,29,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,91%,165 patients,al_hf-3
30,30,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,100%,110 patients,al_hf-4
31,31,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-2,Pneumonia Patients Assessed And Given Pneumococcal Vaccination,93%,191 patients,al_pn-2
32,32,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-3b,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,89%,125 patients,al_pn-3b
33,33,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-4,Pneumonia Patients Given Smoking Cessation Advicecounseling,99%,107 patients,al_pn-4
34,34,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-5c,Pneumonia Patients Given Initial Antibiotics Within 6 Hours After Arrival,92%,196 patients,al_pn-5c
35,35,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-6,Pneumonia Patients Given The Most Appropriate Initial Antibiotics,80%,147 patients,al_pn-6
36,36,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-7,Pneumonia Patients Assessed And Given Influenza Vaccination,84%,160 patients,al_pn-7
37,37,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,479,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-card-2,Surgery Patients Who Were Taking Heart Drugs Called Beta Blockers Before Coming To The Hospital Who Were Kept On The Beta Blockers During The Period Just Before And After Their Surgery,72%,79 patients,al_scip-card-2
38,38,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-1,Surgery Patients Who Were Given An Antibiotic At The Right Time Within One Hour Before Surgery To Help Prevent Infection,94%,399 patients,al_scip-inf-1
39,39,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-2,Surgery Patients Who Were Given The  Right Kind  Of Antibiotic To Help Prevent Infection,98%,405 patients,al_scip-inf-2
40,40,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-3,Surgery Patients Whose Preventive Antibiotics Were Stopped At The Right Time Within 24 Hours After Surgery,88%,385 patients,al_scip-inf-3
41,41,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-4,All Heart Surgery Patients Whose Blood Sugar Blood Glucose Is Kept Under Good Control In The Days Right After Surgery,96%,136 patients,al_scip-inf-4
42,42,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-6,Surgery Patients Needing Hair Removed From The Surgical Area Before Surgery Who Had Hair Removed Using A Safer Method Electric Clippers Or Hair Removal Cream C Not A Razor,90%,537 patients,al_scip-inf-6
43,43,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,xl,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-vte-1,Surgery Patients Whose Doctors Ordered Treatments To Prevent Blood Clots After Certain Types Of Surgeries,86%,185 patients,al_scip-vte-1
44,44,10001,Southeast Alabama Medical Center,1108 ross clark circle,,,dothan,al,36302,Houston,3347938701,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-vte-2,Patients Who Got Treatment  At The Right Time Within 24 Hours Before Or After Their Surgery To Help Prevent Blood Clots After Certain Types Of Surgery,83%,184 patients,al_scip-vte-2
45,45,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,5957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-1,Heart Attack Patients Given Aspirin At Arrival,80%,20 patients,al_ami-1
46,46,5,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-2,Heart Attack Patients Given Aspirin At Discharge,60%,5 patients,al_ami-2
47,47,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,xl,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-3,Heart Attack Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,100%,2 patients,al_ami-3
48,48,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-4,Heart Attack Patients Given Smoking Cessation Advicecounseling,100%,0 patients,al_ami-4
49,49,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-5,Heart Attack Patients Given Beta Blocker At Discharge,100%,5 patients,al_ami-5
50,50,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-7a,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,100%,0 patients,al_ami-7a
51,51,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,xl,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Attack,ami-8a,Heart Attack Patients Given Pci Within 90 Minutes Of Arrival,100%,0 patients,al_ami-8a
52,52,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,78%,110 patients,al_hf-1
53,53,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,99%,160 patients,al_hf-2
54,54,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,90%,69 patients,al_hf-3
55,55,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Heart Failure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,94%,34 patients,al_hf-4
56,56,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-2,Pneumonia Patients Assessed And Given Pneumococcal Vaccination,97%,172 patients,al_pn-2
57,57,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boxz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-3b,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,97%,120 patients,al_pn-xb
58,58,10005,Marshall Medical Center South,2505xuxsxhighwayx431xnorth,,,boaz,al,35957,Marshall,2,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-4,Pneumonia Patients Given Smoking Cessation Advicecounseling,97%,98 patients,al_pn-4
59,59,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-5c,Pneumonia Patients Given Initial Antibiotics Within 6 Hours After Arrival,96%,211 patients,al_pn-5c
60,60,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-6,Pneumonia Patients Given The Most Appropriate Initial Antibiotics,92%,175 patients,al_pn-6
61,61,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2,acute care hospitals,government - hospital district or authority,yes,Pneumonia,pn-7,Pneumonia Patients Assessed And Given Influenza Vaccination,81%,118 patients,al_pn-7
62,62,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-card-2,Surgery Patients Who Were Taking Heart Drugs Called Beta Blockers Before Coming To The Hospital Who Were Kept On The Beta Blockers During The Period Just Before And After Their Surgery,36%,14 patients,al_scip-card-2
63,63,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-1,Surgery Patients Who Were Given An Antibiotic At The Right Time Within One Hour Before Surgery To Help Prevent Infection,96%,168 patients,al_scip-inf-1
64,64,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,3595,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-2,Surgery Patients Who Were Given The  Right Kind  Of Antibiotic To Help Prevent Infection,93%,167 patients,al_scip-inf-2
65,65,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-3,Surgery Patients Whose Preventive Antibiotics Were Stopped At The Right Time Within 24 Hours After Surgery,95%,158 patients,al_scip-inf-3
66,66,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-4,All Heart Surgery Patients Whose Blood Sugar Blood Glucose Is Kept Under Good Control In The Days Right After Surgery,100%,0 patients,al_scip-inf-4
67,67,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-inf-6,Surgery Patients Needing Hair Removed From The Surgical Area Before Surgery Who Had Hair Removed Using A Safer Method Electric Clippers Or Hair Removal Cream C Not A Razor,100%,237 patients,al_scip-inf-6
68,68,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Mxrshxll,2565938310,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-vte-1,Surgery Patients Whose Doctors Ordered Treatments To Prevent Blood Clots After Certain Types Of Surgeries,78%,76 patients,al_scip-vte-1
69,69,10005,Marshall Medical Center South,2505 u s highway 431 north,,,boaz,al,35957,Marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,Surgical Infection Prevention,scip-vte-2,Patients Who Got Treatment  At The Right Time Within 24 Hours Before Or After Their Surgery To Help Prevent Blood Clots After Certain Types Of Surgery,74%,76 patients,al_scip-vte-2
70,70,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Attack,ami-1,Heart Attack Patients Given Aspirin At Arrival,97%,159 patients,al_amx-1
71,71,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,3563,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Attack,ami-2,Heart Attack Patients Given Aspirin At Discharge,96%,247 patients,al_ami-2
72,72,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Attack,ami-3,Heart Attack Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,93%,43 patients,al_ami-3
73,73,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Laudxrdalx,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Attack,ami-4,Heart Attack Patients Given Smoking Cessation Advicecounseling,100%,103 patients,al_ami-4
74,74,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Hearx Axxack,ami-5,Heart Attack Patients Given Beta Blocker At Discharge,96%,227 patients,al_ami-5
75,75,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Attack,ami-7a,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,100%,0 patients,al_ami-7a
76,76,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Attack,ami-8a,Heart Attack Patients Given Pci Within 90 Minutes Of Arrival,98%,61 patients,al_ami-8a
77,77,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Failure,hf-1,Heart Failure Patients Given Discharge Instructions,79%,217 patients,al_hf-1
78,78,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Laudexdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Failure,hf-2,Heart Failure Patients Given An Evaluation Of Left Ventricular Systolic Lvs Function,97%,259 patients,al_hf-2
79,79,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Failure,hf-3,Heart Failure Patients Given Ace Inhibitor Or Arb For Left Ventricular Systolic Dysfunction Lvsd,82%,84 patients,al_hf-3
80,80,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,fxorence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Heart Failure,hf-4,Heart Failure Patients Given Smoking Cessation Advicecounseling,100%,53 patients,al_hf-4
81,81,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Pneumonia,pn-2,Pneumonia Patients Assessed And Given Pneumococcal Vaccination,90%,174 patients,al_pn-2
82,82,1000,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Pneumonia,pn-3b,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,95%,137 patients,al_pn-3b
83,83,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Pneumonia,pn-4,Pneumonia Patients Given Smoking Cessation Advicecounseling,100%,65 patients,al_pn-4
84,84,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,xl,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Pneumonia,pn-5c,Pneumonia Patients Given Initial Antibiotics Within 6 Hours After Arrival,96%,200 patients,al_pn-5c
85,85,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Pneumonia,pn-6,Pneumonia Patients Given The Most Appropriate Initial Antibiotics,91%,138 patients,al_pn-6
86,86,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Pneumonia,pn-7,Pneumonia Patients Assessed And Given Influenza Vaccination,88%,85 patients,al_pn-7
87,87,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Surgical Infection Prevention,scip-card-2,Surgery Patients Who Were Taking Heart Drugs Called Beta Blockers Before Coming To The Hospital Who Were Kept On The Beta Blockers During The Period Just Before And After Their Surgery,96%,107 patients,al_scip-card-2
88,88,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Surgical Infection Prevention,scip-inf-1,Surgery Patients Who Were Given An Antibiotic At The Right Time Within One Hour Before Surgery To Help Prevent Infection,99%,457 patients,al_scip-inf-1
89,89,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florxncx,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Surgical Infection Prevention,scip-inf-2,Surgery Patients Who Were Given The  Right Kind  Of Antibiotic To Help Prevent Infection,99%,462 patients,al_scip-inf-2
90,90,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Surgical Infection Prevention,scip-inf-3,Surgery Patients Whose Preventive Antibiotics Were Stopped At The Right Time Within 24 Hours After Surgery,94%,439 patients,al_scip-inf-3
91,91,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Surgical Infection Prevention,scip-inf-4,All Heart Surgery Patients Whose Blood Sugar Blood Glucose Is Kept Under Good Control In The Days Right After Surgery,89%,130 patients,al_scip-inf-4
92,92,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Surgical Infection Prevention,scip-inf-6,Surgery Patients Needing Hair Removed From The Surgical Area Before Surgery Who Had Hair Removed Using A Safer Method Electric Clippers Or Hair Removal Cream C Not A Razor,100%,619 paxienxs,al_scip-inf-6
93,93,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,florence,al,35631,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Surgical Infection Prevention,scip-vte-1,Surgery Patients Whose Doctors Ordered Treatments To Prevent Blood Clots After Certain Types Of Surgeries,95%,242 patients,al_scip-vte-1
94,94,10006,Eliza Coffee Memorial Hospital,205 marengo street,,,flxrence,al,3563,Lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,Surgical Infection Prevention,scip-vte-2,Patients Who Got Treatment  At The Right Time Within 24 Hours Before Or After Their Surgery To Help Prevent Blood Clots After Certain Types Of Surgery,92%,242 patients,al_scip-vte-2
95,95,10007,Mizell Memorial Hospital,702xnxmainxst,,,opp,al,36467,Covington,3344933541,acute care hospitals,voluntary non-profit - private,no,Heart Attack,ami-1,Xeart Attack Patients Given Aspirin At Arrival,60%,5 patients,al_ami-1
