row_id,index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
11,12,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffielld,al,35660,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given smoking cessation advice/counseling,100.0,4.0,al_ami-4
12,13,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given beta blocker at discharge,86.0,14.0,al_ami-5
13,14,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
14,15,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0.0,al_ami-8a
15,16,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,80.0,114.0,al_hf-1
16,17,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,la,35660,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,149.0,al_hf-2
17,18,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92.0,37.0,al_hf-3
18,19,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,41.0,al_hf-4
19,20,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98.0,270.0,al_ami-1
20,21,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,00000,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99.0,516.0,al_ami-2
21,22,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96.0,71.0,al_ami-3
22,23,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given smoking cessation advice/counseling,100.0,244.0,al_ami-4
23,24,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given beta blocker at discharge,99.0,441.0,al_ami-5
24,25,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
25,26,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,la,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72.0,40.0,al_ami-8a
26,27,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78.0,455.0,al_hf-1
27,28,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,514.0,al_hf-2
28,29,10001.0,southwest alabama medical center,1108 ross clark circle,,,unknown,al,00000,houston,3347938701.0,acute care hospitals,unknown,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91.0,165.0,al_hf-3
29,30,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,110.0,al_hf-4
30,31,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93.0,191.0,al_pn-2
31,32,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89.0,125.0,al_pn-3b
32,33,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99.0,107.0,al_pn-4
33,34,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92.0,196.0,al_pn-5c
34,35,10001.0,southwest alabama medical center,1108 ross clark circle,,,unknown,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80.0,147.0,al_pn-6
35,36,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,la,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84.0,160.0,al_pn-7
36,37,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,00000,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72.0,79.0,al_scip-card-2
37,38,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94.0,399.0,al_scip-inf-1
38,39,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98.0,405.0,al_scip-inf-2
39,40,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88.0,385.0,al_scip-inf-3
40,41,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,00000,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96.0,136.0,al_scip-inf-4
41,42,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,00000,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90.0,537.0,al_scip-inf-6
42,43,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,unknown,surgical infection prevention,scip-ven-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86.0,185.0,al_scip-vte-1
43,44,10001.0,southwest alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701.0,acute care hospitals,government - hospital district or authority,unknown,surgical infection prevention,scip-ven-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83.0,184.0,al_scip-vte-2
44,45,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80.0,20.0,al_ami-1
45,46,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,unknown,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,60.0,5.0,al_ami-2
46,47,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100.0,2.0,al_ami-3
47,48,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given smoking cessation advice/counseling,96.0,0.0,al_ami-4
48,49,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given beta blocker at discharge,100.0,5.0,al_ami-5
49,50,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,unknown,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
50,51,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,00000,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0.0,al_ami-8a
51,52,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78.0,110.0,al_hf-1
52,53,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99.0,160.0,al_hf-2
53,54,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90.0,69.0,al_hf-3
54,55,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94.0,34.0,al_hf-4
55,56,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97.0,172.0,al_pn-2
56,57,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97.0,120.0,al_pn-3b
57,58,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,00000,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97.0,98.0,al_pn-4
58,59,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96.0,211.0,al_pn-5c
59,60,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,00000,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92.0,175.0,al_pn-6
60,61,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81.0,118.0,al_pn-7
61,62,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36.0,14.0,al_scip-card-2
62,63,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96.0,168.0,al_scip-inf-1
63,64,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,00000,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,unknown,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93.0,167.0,al_scip-inf-2
64,65,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95.0,158.0,al_scip-inf-3
65,66,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,00000,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96.0,0.0,al_scip-inf-4
66,67,10005.0,marshall medical center south,2505 u s highway 431 north,,,unknown,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100.0,237.0,al_scip-inf-6
67,68,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,unknown,yes,surgical infection prevention,scip-ven-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78.0,76.0,al_scip-vte-1
68,69,10005.0,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-ven-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74.0,76.0,al_scip-vte-2
69,70,10006.0,mizell memorial hospital,205 marengo street,,,unknown,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97.0,159.0,al_ami-1
70,71,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,96.0,247.0,al_ami-2
71,72,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93.0,43.0,al_ami-3
72,73,10006.0,mizell memorial hospital,205 marengo street,,,flrence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given smoking cessation advice/counseling,100.0,103.0,al_ami-4
73,74,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,00000,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given beta blocker at discharge,96.0,227.0,al_ami-5
74,75,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
75,76,10006.0,mizell memorial hospital,205 marengo street,,,florence,la,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,98.0,61.0,al_ami-8a
76,77,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,00000,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,79.0,217.0,al_hf-1
77,78,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97.0,259.0,al_hf-2
78,79,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,unknown,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82.0,84.0,al_hf-3
79,80,10006.0,mizell memorial hospital,205 marengo street,,,floorence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,53.0,al_hf-4
80,81,10006.0,mizell memorial hospital,205 marengo street,,,florece,al,00000,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90.0,174.0,al_pn-2
81,82,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95.0,137.0,al_pn-3b
82,83,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100.0,65.0,al_pn-4
83,84,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,00000,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96.0,200.0,al_pn-5c
84,85,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),91.0,138.0,al_pn-6
85,86,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,00000,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88.0,85.0,al_pn-7
86,87,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,00000,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96.0,107.0,al_scip-card-2
87,88,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,unknown,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99.0,457.0,al_scip-inf-1
88,89,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99.0,462.0,al_scip-inf-2
89,90,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,00000,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94.0,439.0,al_scip-inf-3
90,91,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,unknown,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89.0,130.0,al_scip-inf-4
91,92,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,00000,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100.0,619.0,al_scip-inf-6
92,93,10006.0,mizell memorial hospital,205 marengo street,,,floernce,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-ven-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95.0,242.0,al_scip-vte-1
93,94,10006.0,mizell memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-ven-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92.0,242.0,al_scip-vte-2
94,95,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-1,heart attack patients given aspirin at arrival,60.0,5.0,al_ami-1
95,96,10007.0,mizell memorial hospital,702 n main st,,,opp,al,00000,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50.0,2.0,al_ami-2
96,97,10007.0,mizell memorial hospital,702 n main st,,,opp,al,00000,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96.0,0.0,al_ami-3
97,98,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-3,heart attack patients given smoking cessation advice/counseling,96.0,0.0,al_ami-4
98,99,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-3,heart attack patients given beta blocker at discharge,100.0,2.0,al_ami-5
99,100,10007.0,mizell memorial hospital,702 n main st,,,opp,al,00000,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,96.0,0.0,al_ami-7a
100,101,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,96.0,0.0,al_ami-8a
101,102,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-1,heart failure patients given discharge instructions,98.0,59.0,al_hf-1
102,103,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87.0,76.0,al_hf-2
103,104,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),64.0,14.0,al_hf-3
104,105,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100.0,8.0,al_hf-4
105,106,10007.0,mizell memorial hospital,702 n main st,,,unknonw,al,00000,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87.0,85.0,al_pn-2
106,107,10007.0,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78.0,64.0,al_pn-3b
