row_id,column,value_before,value_after
27239,adr,5780.76,94.56
27285,adr,5420.56,94.56
27610,adr,8824.3,94.56
27634,adr,7810.24,94.56
27685,adr,-334.04,94.56
27781,adr,4728.98,94.56
27979,adr,5465.76,94.56
28025,adr,1119.97,94.56
28029,adr,6604.85,94.56
28093,adr,4490.71,94.56
28116,adr,5822.25,94.56
28266,adr,874.35,94.56
28338,adr,7967.19,94.56
28399,adr,9089.49,94.56
28495,adr,6236.39,94.56
28549,adr,8115.31,94.56
28574,adr,1859.24,94.56
28665,adr,1488.32,94.56
28901,adr,7855.78,94.56
29044,adr,-329.58,94.56
29074,adr,2202.93,94.56
29120,adr,6072.89,94.56
29270,adr,1777.62,94.56
29316,adr,4992.45,94.56
29353,adr,4187.09,94.56
29419,adr,746.11,94.56
29576,adr,4130.11,94.56
29618,adr,9184.76,94.56
29679,adr,4111.37,94.56
29730,adr,5426.12,94.56
30125,adr,9800.55,94.56
30312,adr,3895.04,94.56
30675,adr,9294.19,94.56
30921,adr,8777.06,94.56
30938,adr,2037.85,94.56
31121,adr,1075.42,94.56
31202,adr,3794.87,94.56
31479,adr,2543.26,94.56
31633,adr,1121.44,94.56
31659,adr,6364.17,94.56
32038,adr,4486.21,94.56
32081,adr,-175.63,94.56
32177,adr,-2.59,94.56
32533,adr,1981.78,94.56
32681,adr,9424.06,94.56
32722,adr,2943.2,94.56
32785,adr,3002.27,94.56
33127,adr,970.58,94.56
33192,adr,4752.2,94.56
33267,adr,2524.63,94.56
33301,adr,4982.31,94.56
33329,adr,3963.36,94.56
33455,adr,877.13,94.56
33526,adr,3471.11,94.56
33719,adr,9965.11,94.56
33788,adr,1683.98,94.56
33805,adr,3475.52,94.56
33985,adr,7585.95,94.56
34171,adr,9636.87,94.56
34249,adr,7320.09,94.56
34263,adr,6342.53,94.56
34391,adr,5928.32,94.56
34403,adr,2509.23,94.56
34485,adr,1288.35,94.56
34747,adr,8842.68,94.56
34845,adr,-95.31,94.56
34918,adr,5206.7,94.56
35145,adr,5772.64,94.56
35173,adr,2522.48,94.56
35279,adr,2652.86,94.56
35422,adr,-75.81,94.56
35537,adr,-90.72,94.56
35592,adr,1890.44,94.56
35695,adr,6958.77,94.56
35809,adr,4410.35,94.56
35897,adr,2761.87,94.56
35929,adr,9040.39,94.56
35967,adr,2107.09,94.56
36232,adr,7214.61,94.56
36305,adr,2207.89,94.56
36400,adr,1762.7,94.56
36547,adr,5284.54,94.56
36557,adr,8379.84,94.56
36714,adr,4797.73,94.56
36739,adr,7414.59,94.56
36843,adr,7520.36,94.56
36948,adr,1661.11,94.56
37084,adr,6262.1,94.56
37223,adr,7972.91,94.56
37232,adr,874.67,94.56
37401,adr,7883.71,94.56
37411,adr,966.05,94.56
37425,adr,1495.47,94.56
37458,adr,8435.47,94.56
37485,adr,835.87,94.56
37530,adr,7393.7,94.56
37592,adr,3150.57,94.56
37687,adr,6386.67,94.56
37761,adr,8186.17,94.56
37778,adr,2293.32,94.56
37839,adr,6703.52,94.56
38001,adr,5814.41,94.56
38020,adr,9409.88,94.56
38096,adr,9132.65,94.56
38383,adr,2668.53,94.56
38533,adr,4185.96,94.56
38915,adr,9860.48,94.56
39053,adr,1040.8,94.56
39072,adr,9931.99,94.56
39198,adr,8665.58,94.56
39287,adr,-494.03,94.56
39514,adr,7433.17,94.56
39568,adr,9821.37,94.56
39669,adr,2174.65,94.56
39681,adr,1475.09,94.56
39789,adr,5594.6,94.56
39790,adr,8450.01,94.56
39837,adr,4434.54,94.56
40129,adr,6975.14,94.56
40190,adr,-3.87,94.56
40391,adr,8463.12,94.56
40450,adr,7099.33,94.56
40560,adr,7645.81,94.56
40651,adr,932.94,94.56
40845,adr,9866.78,94.56
41091,adr,3197.26,94.56
41121,adr,4250.73,94.56
41815,adr,8091.39,94.56
41919,adr,2278.03,94.56
42484,adr,2900.96,94.56
42835,adr,5113.31,94.56
42919,adr,5408.01,94.56
42988,adr,5909.24,94.56
43031,adr,1767.21,94.56
43095,adr,4349.09,94.56
43318,adr,-36.16,94.56
43359,adr,-93.11,94.56
43516,adr,1257.33,94.56
43537,adr,7858.63,94.56
43547,adr,1528.69,94.56
43749,adr,1673.34,94.56
43812,adr,3546.38,94.56
43835,adr,1515.17,94.56
43965,adr,2867.51,94.56
44142,adr,4914.72,94.56
44206,adr,9243.69,94.56
44304,adr,4131.31,94.56
44375,adr,2597.7,94.56
44388,adr,3846.27,94.56
44413,adr,2957.26,94.56
44774,adr,3333.0,94.56
44830,adr,8894.22,94.56
45057,adr,2539.01,94.56
45092,adr,4390.45,94.56
45107,adr,5908.52,94.56
45597,adr,9885.47,94.56
45752,adr,8300.43,94.56
45769,adr,6694.75,94.56
45835,adr,7769.33,94.56
45858,adr,4498.96,94.56
46255,adr,9947.6,94.56
46522,adr,7720.51,94.56
46733,adr,7631.38,94.56
46743,adr,1893.66,94.56
46830,adr,1419.49,94.56
47167,adr,7511.7,94.56
47573,adr,1994.12,94.56
47575,adr,3229.79,94.56
47755,adr,7476.25,94.56
47998,adr,9052.87,94.56
48136,adr,1575.5,94.56
48345,adr,8244.79,94.56
48352,adr,-214.59,94.56
48431,adr,2503.5,94.56
48515,adr,5400.0,94.56
48543,adr,1288.58,94.56
48587,adr,1103.25,94.56
48639,adr,8115.85,94.56
48710,adr,4955.27,94.56
48969,adr,9326.68,94.56
49018,adr,9260.79,94.56
49070,adr,2397.2,94.56
49250,adr,4807.78,94.56
49439,adr,8023.4,94.56
49469,adr,2284.74,94.56
49470,adr,8341.74,94.56
49509,adr,904.76,94.56
49539,adr,5523.23,94.56
49608,adr,5038.31,94.56
49732,adr,7636.53,94.56
49784,adr,636.62,94.56
49827,adr,8258.27,94.56
49838,adr,2864.17,94.56
49860,adr,8894.65,94.56
50172,adr,6079.71,94.56
50421,adr,6972.91,94.56
50550,adr,1332.64,94.56
50620,adr,1479.57,94.56
50972,adr,7928.9,94.56
50985,adr,8400.5,94.56
51174,adr,8151.08,94.56
51274,adr,4292.24,94.56
51321,adr,5615.67,94.56
51402,adr,6635.03,94.56
51466,adr,7149.06,94.56
51521,adr,1977.97,94.56
51559,adr,4231.05,94.56
51581,adr,5099.12,94.56
51679,adr,-306.4,94.56
51748,adr,2090.61,94.56
51875,adr,5731.91,94.56
52008,adr,2266.49,94.56
52014,adr,716.94,94.56
52067,adr,9473.44,94.56
52089,adr,9687.12,94.56
52270,adr,5072.59,94.56
52423,adr,5650.6,94.56
52737,adr,3198.23,94.56
52817,adr,1900.78,94.56
52926,adr,6416.91,94.56
53168,adr,-130.65,94.56
53191,adr,6194.89,94.56
53209,adr,5027.83,94.56
53243,adr,4348.14,94.56
53440,adr,2803.11,94.56
53470,adr,709.45,94.56
53507,adr,6083.0,94.56
53614,adr,3674.01,94.56
53878,adr,761.16,94.56
53955,adr,9671.9,94.56
53972,adr,2681.13,94.56
54058,adr,4805.41,94.56
54102,adr,2280.48,94.56
54159,adr,-266.18,94.56
54294,adr,3118.73,94.56
54318,adr,8532.96,94.56
54528,adr,5469.98,94.56
54564,adr,-131.27,94.56
54620,adr,828.92,94.56
54659,adr,8364.86,94.56
54673,adr,1864.37,94.56
54727,adr,9659.73,94.56
54751,adr,6148.07,94.56
54856,adr,1458.07,94.56
54950,adr,3975.56,94.56
54984,adr,5504.34,94.56
55000,adr,5230.88,94.56
55190,adr,2730.1,94.56
55340,adr,4776.38,94.56
55408,adr,3829.94,94.56
55464,adr,8649.8,94.56
55532,adr,6243.65,94.56
55667,adr,8950.96,94.56
55671,adr,1282.9,94.56
55740,adr,5116.43,94.56
55789,adr,8843.94,94.56
55990,adr,8616.48,94.56
56102,adr,-84.62,94.56
56263,adr,9564.41,94.56
56440,adr,7162.7,94.56
56492,adr,7419.85,94.56
56502,adr,2376.01,94.56
56590,adr,3777.31,94.56
56780,adr,3670.95,94.56
56876,adr,1723.61,94.56
56893,adr,8606.68,94.56
57028,adr,8594.52,94.56
57139,adr,7422.99,94.56
57151,adr,3431.87,94.56
57229,adr,1519.16,94.56
57591,adr,7759.82,94.56
57658,adr,1282.0,94.56
57966,adr,-373.46,94.56
58058,adr,6382.32,94.56
58130,adr,5910.09,94.56
58139,adr,2086.7,94.56
58146,adr,4775.34,94.56
58358,adr,5069.63,94.56
58512,adr,2821.8,94.56
58524,adr,4664.03,94.56
58558,adr,9987.71,94.56
58615,adr,9753.53,94.56
58673,adr,9508.06,94.56
58857,adr,4633.43,94.56
58864,adr,8930.26,94.56
58873,adr,5246.47,94.56
58909,adr,7826.55,94.56
59150,adr,8051.98,94.56
59218,adr,4097.34,94.56
59225,adr,5416.99,94.56
59312,adr,3113.48,94.56
59389,adr,7552.19,94.56
59538,adr,7626.36,94.56
59771,adr,5463.31,94.56
59819,adr,1856.37,94.56
59824,adr,8525.39,94.56
59914,adr,2795.39,94.56
59990,adr,3552.17,94.56
60013,adr,2278.27,94.56
60059,adr,4792.67,94.56
60076,adr,1922.13,94.56
60246,adr,6456.56,94.56
60314,adr,8008.18,94.56
60563,adr,7524.21,94.56
60614,adr,3805.51,94.56
60656,adr,8015.11,94.56
60670,adr,7906.13,94.56
61055,adr,4339.78,94.56
61092,adr,2707.55,94.56
61116,adr,3998.12,94.56
61272,adr,4416.43,94.56
61350,adr,4487.74,94.56
61517,adr,6585.53,94.56
61562,adr,2611.15,94.56
61696,adr,9682.6,94.56
61709,adr,7586.96,94.56
61817,adr,8607.95,94.56
61892,adr,6007.05,94.56
62020,adr,3394.58,94.56
62145,adr,3828.72,94.56
62199,adr,3472.34,94.56
62208,adr,3912.34,94.56
62230,adr,-271.9,94.56
62234,adr,3384.84,94.56
62627,adr,6523.95,94.56
62740,adr,5229.59,94.56
62994,adr,1375.34,94.56
63033,adr,6005.48,94.56
63131,adr,3593.84,94.56
63204,adr,2002.55,94.56
63301,adr,-173.77,94.56
63315,adr,1892.61,94.56
63413,adr,7267.59,94.56
63429,adr,8556.75,94.56
63633,adr,4371.18,94.56
63686,adr,3252.38,94.56
63715,adr,7070.93,94.56
64036,adr,6201.35,94.56
64151,adr,2078.44,94.56
64248,adr,9266.11,94.56
64280,adr,3196.53,94.56
64326,adr,2266.22,94.56
64385,adr,9997.54,94.56
64477,adr,4725.3,94.56
64483,adr,5320.0,94.56
64578,adr,3840.79,94.56
64634,adr,4703.85,94.56
64680,adr,6910.87,94.56
64768,adr,4948.6,94.56
64789,adr,6517.47,94.56
64811,adr,9467.58,94.56
64845,adr,9987.7,94.56
65195,adr,1640.54,94.56
65285,adr,9011.97,94.56
65451,adr,8482.49,94.56
65504,adr,4794.3,94.56
65569,adr,9249.52,94.56
65656,adr,8661.58,94.56
65729,adr,5608.14,94.56
65738,adr,9195.14,94.56
65764,adr,5058.61,94.56
65783,adr,3963.58,94.56
65875,adr,4398.35,94.56
65927,adr,6746.33,94.56
66019,adr,-409.52,94.56
66171,adr,8806.52,94.56
66316,adr,9339.04,94.56
66365,adr,9014.12,94.56
66551,adr,6733.47,94.56
66766,adr,1273.17,94.56
66880,adr,8447.53,94.56
67174,adr,2730.49,94.56
67289,adr,7197.81,94.56
67298,adr,-17.39,94.56
67397,adr,9694.29,94.56
67426,adr,3962.28,94.56
67635,adr,2159.73,94.56
67741,adr,-123.06,94.56
67843,adr,7849.94,94.56
67990,adr,8264.43,94.56
68064,adr,3424.04,94.56
68185,adr,9804.56,94.56
68222,adr,4693.3,94.56
68557,adr,9586.16,94.56
68594,adr,8004.38,94.56
68825,adr,6960.59,94.56
68834,adr,6983.87,94.56
68857,adr,4424.55,94.56
68932,adr,4005.54,94.56
69040,adr,1275.91,94.56
69179,adr,6667.18,94.56
69575,adr,5316.8,94.56
69610,adr,8705.12,94.56
69971,adr,2868.93,94.56
69977,adr,6935.65,94.56
69992,adr,-351.69,94.56
70104,adr,8107.99,94.56
70157,adr,733.8,94.56
70195,adr,3972.7,94.56
70280,adr,8181.0,94.56
70509,adr,4741.54,94.56
70569,adr,9381.3,94.56
70729,adr,1580.24,94.56
70827,adr,6305.93,94.56
71013,adr,5575.4,94.56
71065,adr,9932.2,94.56
71081,adr,3556.59,94.56
71301,adr,8549.05,94.56
71336,adr,1847.7,94.56
71449,adr,7346.33,94.56
71583,adr,8529.69,94.56
71647,adr,1215.61,94.56
71685,adr,-454.79,94.56
71789,adr,5639.9,94.56
71885,adr,2535.38,94.56
71926,adr,710.93,94.56
72133,adr,1081.31,94.56
72554,adr,3417.14,94.56
72577,adr,3895.89,94.56
72800,adr,5793.98,94.56
72830,adr,3885.0,94.56
72847,adr,6081.66,94.56
72886,adr,9897.92,94.56
73030,adr,1851.43,94.56
73213,adr,7593.12,94.56
73249,adr,832.82,94.56
73261,adr,9357.46,94.56
73400,adr,9853.31,94.56
73494,adr,2214.85,94.56
73715,adr,6224.61,94.56
73923,adr,1750.43,94.56
74188,adr,8533.63,94.56
74296,adr,9265.04,94.56
74469,adr,8884.3,94.56
74489,adr,9448.68,94.56
74582,adr,2490.48,94.56
74616,adr,2738.83,94.56
74686,adr,6173.38,94.56
75019,adr,6719.11,94.56
75080,adr,1112.59,94.56
75104,adr,4537.88,94.56
75224,adr,3850.71,94.56
75251,adr,4778.13,94.56
75273,adr,4014.55,94.56
75301,adr,9200.95,94.56
75326,adr,8490.4,94.56
75413,adr,7771.82,94.56
75467,adr,3455.71,94.56
75619,adr,4461.84,94.56
75798,adr,4853.22,94.56
75807,adr,9842.99,94.56
75988,adr,3623.72,94.56
76080,adr,6198.34,94.56
76119,adr,4368.6,94.56
76315,adr,8733.82,94.56
76325,adr,8700.81,94.56
76435,adr,7719.62,94.56
76968,adr,1714.81,94.56
77223,adr,987.21,94.56
77343,adr,9240.52,94.56
77370,adr,-162.43,94.56
77461,adr,4064.98,94.56
77557,adr,2338.58,94.56
77559,adr,4780.19,94.56
77648,adr,1284.77,94.56
77758,adr,4035.43,94.56
78121,adr,7587.03,94.56
78150,adr,1339.4,94.56
78237,adr,4452.22,94.56
78339,adr,5866.81,94.56
78452,adr,4728.28,94.56
78557,adr,7208.54,94.56
78627,adr,5986.78,94.56
78644,adr,5447.42,94.56
78655,adr,4810.5,94.56
78748,adr,2022.61,94.56
79084,adr,4027.09,94.56
79223,adr,-94.23,94.56
79234,adr,-449.0,94.56
79514,adr,7532.76,94.56
79663,adr,7443.28,94.56
79666,adr,7458.06,94.56
79721,adr,641.0,94.56
79831,adr,2258.66,94.56
79974,adr,7092.69,94.56
80161,adr,662.6,94.56
80276,adr,1597.85,94.56
80379,adr,6029.55,94.56
80501,adr,3296.79,94.56
80735,adr,1335.48,94.56
80771,adr,3130.17,94.56
80832,adr,8484.24,94.56
80941,adr,9945.56,94.56
81022,adr,9177.69,94.56
81191,adr,9395.24,94.56
81461,adr,2617.12,94.56
81488,adr,5297.71,94.56
81524,adr,914.27,94.56
81635,adr,3031.0,94.56
81887,adr,1472.99,94.56
82010,adr,6185.04,94.56
82248,adr,2861.69,94.56
82309,adr,3133.67,94.56
82352,adr,4206.65,94.56
82431,adr,2778.25,94.56
82467,adr,3691.55,94.56
82478,adr,3195.26,94.56
82829,adr,2291.0,94.56
82846,adr,4326.95,94.56
83120,adr,-141.12,94.56
83363,adr,8769.67,94.56
83426,adr,7864.0,94.56
83663,adr,3017.99,94.56
84127,adr,1368.08,94.56
84189,adr,2264.83,94.56
84201,adr,7522.8,94.56
84512,adr,4735.72,94.56
84541,adr,5868.59,94.56
84563,adr,7479.65,94.56
84864,adr,8422.17,94.56
84866,adr,9426.87,94.56
84881,adr,9939.83,94.56
84886,adr,1200.39,94.56
85377,adr,3519.22,94.56
85392,adr,1759.37,94.56
85455,adr,4980.14,94.56
85506,adr,5348.52,94.56
85770,adr,8345.78,94.56
85824,adr,737.36,94.56
85828,adr,-54.19,94.56
85980,adr,4603.48,94.56
85998,adr,6900.8,94.56
86159,adr,5440.8,94.56
86267,adr,4191.81,94.56
86511,adr,5954.74,94.56
86536,adr,4908.9,94.56
86550,adr,5392.84,94.56
86676,adr,8605.31,94.56
86801,adr,4312.95,94.56
86885,adr,6785.52,94.56
86973,adr,9692.46,94.56
87130,adr,7473.08,94.56
87260,adr,626.78,94.56
87343,adr,5321.19,94.56
87348,adr,8793.48,94.56
87404,adr,5995.94,94.56
87424,adr,9775.66,94.56
87480,adr,7324.64,94.56
87569,adr,3721.5,94.56
87615,adr,6584.88,94.56
87664,adr,4370.2,94.56
87727,adr,4979.7,94.56
87798,adr,4460.92,94.56
87802,adr,1243.66,94.56
87814,adr,8210.75,94.56
87850,adr,2434.62,94.56
87908,adr,8824.62,94.56
88074,adr,3539.18,94.56
88550,adr,2003.9,94.56
88553,adr,6579.05,94.56
88554,adr,3881.16,94.56
88558,adr,3610.67,94.56
88733,adr,5739.86,94.56
88746,adr,8133.24,94.56
88752,adr,697.2,94.56
88855,adr,9679.32,94.56
89250,adr,1141.06,94.56
89415,adr,2156.86,94.56
89635,adr,1397.42,94.56
89719,adr,7025.89,94.56
89813,adr,2217.77,94.56
89832,adr,1186.18,94.56
89856,adr,7079.28,94.56
89975,adr,6969.8,94.56
90107,adr,8414.27,94.56
90230,adr,2433.23,94.56
90518,adr,9460.78,94.56
90694,adr,1728.91,94.56
90812,adr,9627.45,94.56
90825,adr,3662.58,94.56
90838,adr,4951.26,94.56
90885,adr,-155.5,94.56
91037,adr,4975.15,94.56
91075,adr,6159.46,94.56
91097,adr,9566.43,94.56
91480,adr,3886.3,94.56
91535,adr,9137.53,94.56
91542,adr,4756.94,94.56
91731,adr,4107.63,94.56
91743,adr,6775.73,94.56
91900,adr,9696.92,94.56
91927,adr,2683.62,94.56
92041,adr,8284.44,94.56
92077,adr,8665.02,94.56
92090,adr,3349.1,94.56
92199,adr,7713.22,94.56
92209,adr,7344.66,94.56
92320,adr,8412.32,94.56
92367,adr,9706.74,94.56
92398,adr,7739.58,94.56
92461,adr,1796.39,94.56
92543,adr,2314.89,94.56
92589,adr,9495.25,94.56
92598,adr,4637.28,94.56
92734,adr,7080.02,94.56
92779,adr,1552.61,94.56
92827,adr,918.34,94.56
92923,adr,9230.04,94.56
92976,adr,4690.3,94.56
93043,adr,2279.47,94.56
93095,adr,3229.23,94.56
93130,adr,3575.62,94.56
93163,adr,1349.45,94.56
93203,adr,1805.59,94.56
93395,adr,3848.86,94.56
93426,adr,6932.36,94.56
93467,adr,3621.09,94.56
93603,adr,8980.37,94.56
93851,adr,2371.01,94.56
93994,adr,-79.0,94.56
94063,adr,6429.86,94.56
94103,adr,4518.44,94.56
94132,adr,3367.61,94.56
94207,adr,9924.48,94.56
94268,adr,4235.99,94.56
94530,adr,6251.48,94.56
94567,adr,9859.6,94.56
94585,adr,-355.34,94.56
94800,adr,8066.96,94.56
95040,adr,6653.96,94.56
95113,adr,9354.37,94.56
95194,adr,8348.69,94.56
95211,adr,9538.49,94.56
95219,adr,5937.65,94.56
95275,adr,7147.94,94.56
95351,adr,8408.0,94.56
95360,adr,4197.62,94.56
95366,adr,1616.12,94.56
95389,adr,5140.31,94.56
95415,adr,3374.38,94.56
95452,adr,7366.33,94.56
95602,adr,1549.45,94.56
95621,adr,2029.73,94.56
95690,adr,844.55,94.56
95764,adr,8932.94,94.56
95804,adr,4353.39,94.56
96347,adr,5687.98,94.56
96349,adr,9769.48,94.56
96852,adr,6212.13,94.56
96935,adr,1076.36,94.56
97241,adr,9745.23,94.56
97270,adr,6126.19,94.56
97608,adr,2482.54,94.56
97615,adr,4079.43,94.56
97854,adr,5835.76,94.56
97904,adr,1747.97,94.56
97914,adr,1752.66,94.56
97982,adr,-312.46,94.56
97986,adr,1614.16,94.56
98136,adr,7994.18,94.56
98215,adr,967.77,94.56
98350,adr,3995.78,94.56
98355,adr,-250.56,94.56
98445,adr,7604.54,94.56
98490,adr,1694.08,94.56
98511,adr,8058.27,94.56
98557,adr,5777.49,94.56
98629,adr,1645.78,94.56
98673,adr,6460.71,94.56
98997,adr,5433.32,94.56
99050,adr,4687.67,94.56
99271,adr,4564.95,94.56
99439,adr,2804.87,94.56
99563,adr,7163.06,94.56
99601,adr,5484.82,94.56
99664,adr,1112.82,94.56
99751,adr,9337.53,94.56
99765,adr,4681.82,94.56
99774,adr,7423.02,94.56
99818,adr,6905.36,94.56
99826,adr,4183.77,94.56
100086,adr,6339.02,94.56
100108,adr,7311.94,94.56
100205,adr,5031.12,94.56
100257,adr,8727.02,94.56
100299,adr,955.1,94.56
100383,adr,9115.32,94.56
100492,adr,5140.8,94.56
