row_id,tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
110,111,helloflight,unknown,12:15,12:41,14:45,14:50
111,112,helloflight,UA-7-EWR-MCO,13:29,13:48,16:17,16:17
112,113,helloflight,AA-1522-SFO-ORD,23:55,23:55,05:50,05:50
113,114,helloflight,UA-233-LAX-JFK,16:25,4:225 p.m.,00:29,00:29
114,115,helloflight,AA-3823-LAX-DEN,21:00,21:00,00:15,00:15
115,116,helloflight,AA-2312-DFW-DTW,20:25,20:25,23:50,23:50
116,117,helloflight,AA-1165-JFK-MIA,06:59,07:22,10:34,10:04
117,118,helloflight,unknown,08:35,08:51,11:5 0a.m.,11:44
118,119,helloflight,UA-3373-IAD-PHL,08:29,08:26,9:24 a.mm.,913 a.m.
119,120,aa,AA-649-ORD-SNA,13:30,13:30,15:50,15:50
120,121,helloflight,CO-1250-MIA-IAH,14:53,15:01,16:48,16:59
121,122,helloflight,UA-6273-YYC-SFO,07:35,07:27,9:443 a.m.,08:45
122,123,helloflight,UA-828-SFO-ORD,23:08,23:08,05:11,05:11
123,124,aa,CO-4888-IAH-DAL,17:30,17:30,18:40,18:40
124,125,helloflight,UA-858-PVG-SFO,13:45,13:32,08:27,08:02
125,126,helloflight,unknown,11:15,11:15,13:40,14:00
126,127,helloflight,unknown,20:20,20:39,21:20,21:20
127,128,helloflight,UA-2708-EWR-CLT,2:55 pp.m.,14:55,16:53,16:44
128,129,helloflight,UA-62-IAH-EWR,14:30,14:48,19:03,19:10
129,130,helloflight,unknown,08:55,09:16,11:45,11:56
130,131,helloflight,AA-3804-PHL-ORD,14:35,14:44,16:05,15:43
131,132,helloflight,AA-1917-JFK-MCCO,14:55,15:27,17:55,17:43
132,133,aa,AA-2268-PHX-ORD,07:15,7:22 a..,11:35,11:06
133,134,helloflight,AA-4277-CVG-JFK,12:10,12:10,14:15,13:43
134,135,helloflight,AA-2957-DFW-CVG,75:5 a.m.,8::04 a.m.,11::05 a.m.,11:01
135,136,helloflight,UA-37-EDI-EWR,09:05,8:552 a.m.,11:53,12:09
136,137,helloflight,AA-789-ORD-DEN,13:05,13:19,14:35,15:13
137,138,helloflight,AA-415-BOS-ORD,08:35,08:56,10:40,10:16
138,139,helloflight,AA-85-JFK-SFO,15:05,3:3 6p.m.,18:30,66:43 p.m.
139,140,helloflight,AA-3979-CVG-ORD,07:30,08:04,8:0 0a.m.,08:06
140,141,helloflight,AA-3786-IAH-ORD,16:00,16:12,18:40,18:15
141,142,aa,AA-271-MIA-LAX,11:35,11:52,14:25,14:27
142,143,helloflight,CO-50-CLE-EWR,14:55,15:31,16:49,17:26
143,144,helloflight,UA-3099-PHX-PHL,11:55,11:55,18:17,17:38
144,145,helloflight,AA-4198-ORD-CLE,10:40,10:54,12:55,12:50
145,146,helloflight,unknown,06:54,06:57,07:45,07:40
146,147,helloflight,CO-45-EWR-MIA,16:00,3:558 p.m.,19:05,6:36 pm.
147,148,helloflight,AA-3809-PHX-LAX,06:00,06:10,06:40,06:19
148,149,helloflight,AA-59-JFK-SFO,07:10,07:39,10:45,11:12
149,150,helloflight,AA-222-LAX-BOS,07:10,07:31,15:30,15:14
150,151,aa,AA-3859-IAH-ORD,07:10,07:16,09:40,09:32
151,152,boston,CO-1586-IAH-MCO,19:00,19:14,22:15,22:29
152,153,boston,unknown,06:40,:654 a.m.,09:25,09:28
153,154,boston,UA-397-JFK-Sfo,08:00,08:29,11:55,11:588 a.m.
154,155, ,UA-3925-IAD-ORF,08:41,08:42,09:54,09:43
155,156,boston,AA-1733-ORD-PHX,19:45,19:58,22:30,22:30
156,157,boston,AA-3-JFK-LAX,12:00,12:11,15:15,15:16
157,158,bston,UA-2830-MCO-CLT,15:27,15:27,17:05,5:17 p..m
158,159,boston,CO-58-DEN-IAH,11:25,11:32,14:50,15:31
159,160,boston,UA-5487-SFO-MRY,10:39,10:33 am.,11:19,11:21
160,161, ,AA-204-LAX-MCO,23:25,23:25,06:55,06:55
161,162,boston,unknown,06:00,05:56,07:23,07:17
162,163,boston,unknown,00:30,00:41,05:35,05:26
163,164,aa,U-2726-FLL-PHL,4:00 pp.m.,16:00,18:46,18:28
164,165,boston,CO-52-IAH-Lax,07:35,07:29,09:21,09:14
165,166,boston,unknown,09:45,10:19,13:16,1:19 p..m.
166,167,boston,AA-616-DFW-DTW,09:05,10:100 a.m.,12:35 pp.m.,13:27
167,168,unknown,UA-3515-IAD-msp,08:15,08:12,10:06,09:56
168,169,obston,AA-3468-CVG-MIA,07:00,07:25,09:55,09:45
169,170, ,AA-484-DFW-MIA,16:15,16:29,19:55,19:39
170,171,boston,AA-1886-BOS-MIA,10:45 aa.m.,10:55,14:20,13:40
171,172,boston,CO-62-IAH-EWR,14:30,14:48,19:03,19:10
172,173,bosotn,CO-1561-PHX-IAH,08:05,08:00,11:35,11:32
173,174,boston,UA-2314-ATL-PHL,14:55,14:55,17:00,16:47
174,175,boston,AA-446-DFW-PHL,11:50,12:12,15:50,16:09
175,176,botson,CO-1023-IAH-DEN,11:40,11:56,13:17,13:14
176,177,boston,AA-466-IAH-MIA,06:00,06:08,:20 a.m.,09:05
177,178,boston,UA-3050-PHX-CLT,11:05,11:30,16:57,17:05
178,179,aa,CO-89-IAH-EWR,06:00,06:02,10:20,10:27
179,180,aa,unknown,08:40,08:40,10:54,10:56
180,181,aa,unknown,10:15,10:18,12:10,11:56
181,182,aa,Aa-1279-dfw-phx,13:00,14:04,14:35,15:30
182,183,boston,UA-854-SFOIAH,07:53,07:49,13:39,13:30
183,184,aa,UA-382-IAD-LAX,12:30,12:35,15:19,15:21
184,185,aa,AA-4344-ORD-DTW,11:45,12:13,14:00,14:10
185,186,boston,UA-257-JFK-SFO,14:30,14:26,6:15 pm..,17:42
186,187, ,UA-2945-PHL-CLT,00:00,03:11,13:45,13:15
187,188,boston,CO-63-EWR-IAH,17:25,:22 p.m.,20:22,20:03
188,189,bston,CO-47-IAH-LAX,19:10,20:25,20:56,21:52
189,190,NA/,AA-2050-ORD-MIA,10:40,11:05,14:45,14:46
190,191,boston,unknown,12:57,13:32,17:15,534 p.m.
191,192,boston,AA-4330-CVG-ORD,15:35,15:36,16:00,15:33
192,193,boton,unknown,07:15,07:21,10:35,10:36
193,194, ,AA-1640-MIA-MCO,18:30,18:30,19:25,19:25
194,195,boston,unknown,18:45,18:55,21:10,20:53
195,196,bosston,unknown,19:15,19:15,00:21,12:21 aa.m.
196,197,aa,UA-843-LAX-ORD,13:55,14:10,19:53,19:58
197,198,boston,CO-1193-EWRM-CO,09:15,09:14,12:18,12:09
198,199,boston,unknown,06:00,06:56,07:30,07:51
199,200,boston,AA-643-MIA-ORD,07:10,07:30,09:35,09:31
200,201,boston,AA-1007-MIA-PHX,16:55,17:08,20:05,19:55
201,202,boston,UA-2906-PHL-MCO,15:50,16:28,18:23,18:38
202,203,botson,UA-938-DEN-ORD,16:16,16:15,19:35,19:36
203,204,aa,unknown,20:00,20:23,21:45,21:53
204,205,aa,CO-16-LAX-EWR,0:25 a.m.,10:20,6:44 .pm.,18:34
205,206,aa,N//A,07:05,07:05,10:31,10:47 a..
206,207,boston,AA-400-DFW-JFK,10:40,11:01,2:599 p.m.,15:04
207,208,boston,UA-664-ord-phl,13:33,13:31,16:31,16:23
208,209,boston,AA-3756-ORD-SLC,12:15,12:41,14:45,14:50
209,210,boston,UA-37-EWR-MCO,13:29,13:48,16:17,16:17
210,211,boston,AA-1522-SFO-ORD,23:55,23:55,05:50,5:500 a.m.
211,212,boston,UA-233-LAX-JFK,16:25,16:25,00:29,00:29
212,213,BOSTOn,AA-3823-LAX-DEN,21:00,21:00,00:15,00:15
213,214,bsoton,AA-2312-DFW-DTW,20:25,82:5 p.m.,11:50 pm.,23:50
214,215,obston,AA-1165-JFK-MIA,06:59,07:22,10:34,10:04
215,216,unknown,AA-431-MIA-SFO,08:35,08:51,11:50,11:44
216,217,boston,unknown,08:29,08:26,09:24,09:13
217,218,boston,AA-649-ORD-SNA,13:30,13:30,15:50,15:50
218,219,boston,unknown,14:53,15:01,16:48,16:59
219,220,aa,unknown,07:35,07:27,09:43,08:45
220,221,boston,UA-828-SFO-ORD,23:08,110:8 p.m.,05:11,05:11
221,222,boston,unknown,17:30,17:30,18:40,18:40
222,223,boston,unknown,13:45,13:02,08:27,08:02
223,224,aa,UA-2704-DTW-PHX,11:15,11:15,13:40,14:00
224,225,bboston,unknown,8:20 p..m.,20:39,21:20,21:20
225,226,boston,UA-2708-EWR-CLT,14:55,14:55,16:53,16:44
226,227,boston,UA-62-iah-ewr,14:30,14:48,19:03,19:10
227,228,boston,UA1-500-IAH-GUA,8:555 a.m.,09:16,11:45,11:56
228,229,boston,AA-3804-PHL-ORD,14:35,14:44,16:05,15:43
229,230,boston,AA-1917-JFK-MCO,14:55,15:27,17:55,5:43 p..m
230,231,bostno,unknown,07:15,07:22,11:35,11:06
231,232,aa,AA-4277-CVG-JFK,14:10,12:10,14:15,13:43
232,233,boston,unknown,07:05,08:04,11:05,11:01
233,234,boson,U-A37-EDI-EWR,09:05,08:52,11:53,12:09
234,235,boston,AA-789-ORD-DEN,13:05,23:09,14:35,15:13
235,236,boston,AA-415-BOS-ORD,08:35,08:56,10:40,10:16
236,237,boston,unknown,15:05,15:36,6:30 p..,18:43
237,238,boston,AA-3979-CVG-ORD,07:30,08:04,08:00,8:06 a.mm.
238,239,boston,AA-1544-SAN-ORD,11:25,11:40,17:25,16:56
239,240,unknown,AA-3786-IAH-ORD,16:00,16:12,18:40,18:15
240,241,aa,AA-271-MIA-LAX,11:35,11:52,14:25,14:27
241,242,boston,AA-2525-DFW-MIA,07:25,7:39 a..m,11:10,11:06
242,243,boton,unknown,14:55,15:31,16:49,5:26 p..
243,244,boston,UA-3099-PHX-PHL,11:55,11:55,18:17,17:38
244,245,boston,AA-4198-ord-cle,10:40,10:54 a..m,1255 p.m.,12:50
245,246,aa,AA-404-MIA-MCO,06:45,06:57,07:45,07:40
246,247,boston,CO-45-EWR-MIA,16:00,15:58,19:05,18:36
247,248,unknown,AA-3809-PHX-LAX,06:00,06:10,06:40,06:19
248,249,boston,unknown,07:10,7:93 a.m.,10:45,11:12
249,250,BOSton,AA-222-LAX-BOS,07:10,07:31,15:30,15:14
250,251, ,AA-3859-IAH-ORD,7:1 0a.m.,07:16,09:40,09:32
251,252,weather,AA-518-MAI-JFK,06:40,06:54,09:25,09:28
252,253,weather,UA-397-JFK-SFO,08:00,08:29,11:55,11:58
253,254,weather,unknown,08:41,08:42,09:54,09:43
254,255,weather,unknown,19:45,19:58,22:30,22:30
255,256,weather,AA-1640-MIA-MCO,18:30,18:30,19:25,19:25
256,257,aa,UA-2830-MCO-Clt,15:27,15:27,17:05,17:17
257,258,weather,CO-58-DEN-IAH,11:25,11:32,2:500 p.m.,15:31
258,259,weeather,unknown,11:25,11:40,17:25,16:56
259,260,aa,UA-5487-SFO-MRY,10:39,10:33,11:19,11:21
260,261,weather,unknown,23:25,23:25,06:55,06:55
261,262,weather,UA--414-LAX-SFO,06:00,05:56,07:23,07:17
262,263,aa,AA-3756-ORD-SLC,12:15,12:41,14:45,14:50
263,264,aa,unknown,16:00,16:00,6:46 p..m.,18:28
264,265,weather,CO-1090-BOS-IAH,9:45 am..,10:19,1:116 p.m.,13:19
265,266,weather,AA-346-CVG-MIA,07:00,07:25,09:55,09:45
266,267,weather,UA-3515-IAD-MSP,08:15,08:12,10:06,09:56
267,268,weather,unknown,16:15,16:29,7:555 p.m.,19:39
268,269,WEather,unknown,14:30,14:48,19:03,19:10
269,270,weather,AA-446-DFW-PHL,11:50,12:12,15:50,16:09
270,271,unknown,AA-466-IAH-MIA,06:00,06:08,09:20,09:05
271,272,ewather,UA-3050-PHX-CLT,11:05,11:30,16:57,17:05
272,273,weather,CO-89-IAH-EWR,06:00,06:02,10:20,10:27
273,274,WEather,CO-1088-CLE-IAH,08:40,08:40,10:54,10:56
274,275,WEAther,AA-1886-BOS-MIA,1:045 a.m.,10:55,14:20,13:40
275,276,weather,AA-1664-MIA-ATL,10:15,10:18 .am.,12:10,11:56
276,277,weather,AA-3979-CVG-ORD,7:30 .m.,08:04,08:00,8:06 a.mm.
277,278,weather,unknown,13:00,14:04,14:35,3:30 pm.
278,279,weather,CO-1614-LAX-IAH,12:30 am.,00:41,05:35,5:26 .am.
279,280,unknown,AA-616-DFW-DTW,09:05,10:10,12:35,13:27
280,281,aa,unknown,11:45,12:13 pm.,14:00,14:10
281,282,weather,UA-2945-PHL-CLT,00:00,03:11,13:45,13:15
282,283,  N/A ,AA-2525-DFW-MIA,07:25,07:39,11:10,11:06 am..
283,284,weather,NNA,11:35,11:52,14:25,14:27
284,285,weather,AA-2050-ORD-MIA,10:40,11:05,14:45,22:46 p.m.
285,286,weather,AA-1434-DFW-MCO,07:15,07:21,10:35,10:36
286,287,weather,CO-1561-PHX-IH,08:05,08:00,11:35,11:32
287,288,weather,AA-4307-ORD-DTW,18:45,18:55,21:10,20:53
288,289,weather,AA-3-JFK-LAX,12:00,12:11,15:15,15:16
289,290,aa,CO-1694-LAX-IAH,19:15,19:05,00:21,12:221 a.m.
290,291,weather,UA-843-LAX-ORD,13:55,14:10,19:53,19:58
291,292,weather,CO-1193-EWR-MCO,09:15,9:14 am.,12:18,12:09
292,293,wether,unknown,06:00,06:56,07:30,751 a.m.
293,294,weather,AA-643-MIA-ORD,07:10,07:30,09:35,09:31
294,295,weather,UA-2906-PHL-MCO,15:50,16:28,18:23,6:38 pp.m.
295,296,weaather,unknown,16:16,16:15,19:35,19:36
296,297,weather,unknown,20:00,20:23,21:45,21:53
297,298,weather,CO-16-LAX-EWR,10:25,10:20,18:44,18:34
298,299,weather,UA-255-DFW-CLT,07:05,07:05,10:31,10:47
299,300,weather,AA-400-DFW-JFK,10:40,11:01,14:59,15:04
300,301,aa,unknown,13:33,13:31,16:31,16:23
301,302,weather,unknown,11:55 pm..,23:55,05:50,05:50
302,303,aa,UA-233-LAX-JFK,16:25,16:25,00:29,00:29
303,304,weather,AA-3823--LAX-DEN,21:00,21:00,00:15,1215 a.m.
304,305,weather,unknown,20:25,20:25,13:50,23:50
305,306,aa,AA-1165-JFK-MIA,06:59,07:22,10:34,10:04
306,307,aa,AA-431-MIA-SFO,08:35,08:51,11:50,11:44
307,308,weather,UA-257J-FK-SFO,14:30,14:26,18:15,17:42
308,309,weather,unknown,08:29,08:26,09:24,09:13
309,310,aa,unknown,13:30,1:30 p..m,15:50,15:50
310,311,weather,unknown,2:53 p..m,15:01,16:48,16:59
311,312, ,UA-6273-YYC-SFO,07:35,07:27,09:43,8:45 a.mm.
312,313,weather,UA-858-pvg-sfo,13:45,13:32,8:27 a..,08:02
313,314,  weather ,A-2704-DTW-PHX,11:05,11:15,13:40,2:00 pp.m.
314,315,weather,AA-3063-SLC-LAX,20:20,20:39,21:20,21:20
315,316,aa,UA-2708-EWR-CLT,14:55,14:55,16:53,16:44
316,317,eather,UA-62-IAH-EWR,14:30,14:48,7:03 pp.m.,19:10
317,318,aa,AA-3804-PHL-ORD,14:35,14:44,16:05,15:43
318,319, ,unknown,14:55,15:27,17:55,17:43
319,320,weather,unknown,07:15,07:22,11:35,11:06
320,321,aa,UA-2314-ATL-PHL,14:55,14:55,17:00,16:47
321,322,weather,AA-4277C-VG-JFK,12:10,12:10 p..m.,14:15,1:43 pp.m.
322,323,weater,unknown,07:55,08:04,11:05,11:01
323,324,weather,UA-37-EDI-EWR,09:05,08:02,11:53,12:09
324,325,weather,unknown,13:05,13:19,14:35,15:13
325,326,WEATher,UA-854-SFo-iah,07:53,07:49,13:39,13:30
326,327,weather,unknown,08:35,08:56,10:40,10:16
327,328,weather,AA-85-JFK-SFO,15:05,15:36,18:03,18:43
328,329,  weather ,A-3786-IAH-ORD,16:00,16:12,18:40,18:15
329,330,aa,CO-50-CLE-EWR,14:55,3:331 p.m.,16:49,17:26
330,331,weather,unknown,11:55,1155 a.m.,6:71 p.m.,17:38
331,332,unknoown,AA-4198-ORD-CLE,10:40,10:54,12:55,12:50
332,333,aa,AA-404-MIA-MCO,06:45,06:57,07:45,07:40
333,334,weather,unknown,16:00,15:58,7:05 .pm.,18:36
334,335,weahter,AAA-3809-PHX-LAX,06:00,06:10,06:40,06:19
335,336,aa,AA-59-JFK-SFO,07:10,07:39,10:45,11:12
336,337,  weather ,AA-222-LAX-BOS,07:10,07:31,15:30,15:14
337,338,airtravelcenter,AA-3859-IAH-ORD,07:10,07:16,09:40,09:32
338,339,airtravelcenter,CO-1586-IAH-MCO,19:00,19:14,22:15,22:29
339,340,airtravelcenter,AA-518-MIA-JFK,06:40,06:54,09:25,09:28
340,341,airtravelcenter,UA-397-JFK-SFO,08:00,08:29,11:55,11:58 .m.
341,342,airtravelcenter,UA-3925-IAD-ORF,08:41,08:42,954 a.m.,09:43
342,343,aa,AA-1733-ORD-PHX,19:45,19:58,22:30,22:30
343,344,airtravlcenter,unknown,15:27,15:27,17:05,17:17
344,345,airtravelcenter,CO-58-DEN-IAH,11:25,11:32,14:50,15:31
345,346,aa,AA-1544-SAN-ORD,11:25,11:40,17:25,16:56
346,347,airtravelcenter,UA-5487-SFO-mry,10:39,10:33,11:19,11:21
347,348,aa,unknown,23:25,23:25,06:55,06:55
348,349,airtravelcenter,UA-414-LAX-SFO,06:00,05:06,07:23,07:17
349,350,aa,unknown,00:30,00:41,05:35,05:26
350,351,airtravellcenter,UA-2726-FLL-PHL,16:00,16:00,18:46,18:28
351,352,aa,CO-52-IAH-LAX,07:35,07:29,09:21,09:14
352,353,aa,CO-1090-BOS-IAH,09:45,10:19,13:16,13:19
353,354,airtravelcenter,NNA,09:05,10:10,12:35,13:27
354,355,airtravelcenter,UA-3515-IAD-MSP,08:15,08:12,10:06,09:56
355,356,airtravelcenter,AA-3468-CVG-MIA,07:00,07:25,09:55,09:45
356,357,  airtravelcenter ,AA-484-DFW-MIA,16:15,16:29,7:55 .pm.,19:39
357,358,airtravelcenter,AA-1886-BOS-MIA,10:45,10:55,14:20,13:40
358,359,airtravelcenter,CO-62-IAH-EWR,14:30,14:48,19:03,19:10
359,360,airtravelcenter,CO-1561-PHX-IAH,08:05,08:00,11:35,11:32
360,361,airtravelcenter,UA-2314-ATL-PHL,14:55,14:55,17:00,:47 p.m.
361,362,airravelcenter,unknown,11:50 a.mm.,12:12,15:50,4:90 p.m.
362,363,  airtravelcenter ,CO-1023-IAH-DEN,11:40,11:56,13:17,13:14
363,364,airtravelcenter,AA-466-IAH-MIA,06:00,06:08,920 a.m.,09:05
364,365,airtravelcenter,UA-3050-PHX-CLT,11:05,11:30,16:57,5:05 .m.
365,366,airtravelcenter,CO-89-Iah-ewr,06:00,06:02,10:20,10:27
366,367,airtravelcenter,CO-1088-CLE-IAH,08:40,08:40,10:54,10:56
367,368,  airtravelcenter ,unknown,10:15,10:18,12:10,11:56
368,369,N//A,AA-1279-DFW-PHX,13:00,14:04,14:35,15:30
369,370,airtravelcenter,UA-854-SFO-IAH,07:53,07:49,13:39,13:30
370,371,unknown,A-382-IAD-LAX,12:30 p..m,12:35,15:19,15:21
371,372,airtravelcenter,AA-4344-ORD-DTW,11:45,12:13,14:00,22:10 p.m.
372,373,airtravelcenter,UA-257-JFK-SFO,2:30 .pm.,14:26,18:15,17:42
373,374,aa,unknown,00:00,03:11,13:45,13:15
374,375,airtravelcenter,CO-63-EWR-IAH,17:25,17:22,20:22,80:3 p.m.
375,376,airtravelcenter,CO-47-IAH-LAX,71:0 p.m.,20:25,8:56 p..,21:52
376,377,aa,AA-2050-ORD-MIA,10:40,11:05,2:445 p.m.,14:46
377,378,airtravelcenter,Ua-248-phx-ord,12:75 p.m.,13:32,17:15,17:34
378,379, ,unknown,15:35,15:36,16:00,3:33 p.mm.
